报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),279998,179888,322158,233213,238939,171105,183786,135607,97720,
营业收入(万元),279998,179888,322158,233213,238939,171105,183786,135607,97720,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),261767,168955,303169,219201,222580,157354,179759,128401,92023,
营业成本(万元),163642,104862,185730,133892,129207,91966,100292,75875,59186,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),381,256,475,104,112,62,101,95,107,
销售费用(万元),46971,30920,58903,42410,45356,31940,34313,27190,18512,
管理费用(万元),47093,30383,54313,40042,44668,30903,42740,23542,13042,
财务费用(万元),2493,1653,2910,2073,2810,2202,1965,1312,757,
资产减值损失(万元),1187,881,837,680,426,282,349,386,420,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,
投资收益(万元),696,697,-92,-44,-82,-30,--,--,--,
对联营企业和合营企业的投资收益(万元),9,10,-92,-44,-82,-30,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),19151,11772,18898,13968,16278,13721,4027,7206,5697,
营业外收入(万元),2257,935,4330,2622,2950,1253,1258,1277,1062,
营业外支出(万元),151,74,145,72,313,278,59,81,29,
非流动资产处置损失(万元),79,53,27,19,50,43,40,49,15,
利润总额(万元),21257,12632,23083,16517,18915,14696,5225,8402,6730,
所得税费用(万元),5244,3732,4451,3525,4545,3401,1217,2408,1604,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),16013,8900,18632,12993,14369,11295,4009,5994,5126,
归属于母公司所有者的净利润(万元),14756,8409,17004,11937,13143,10636,3126,5245,4409,
被合并方在合并前实现净利润(万元),--,--,--,--,-74,-55,40,-14,-48,
少数股东损益(万元),1257,491,1629,1056,1226,659,883,749,717,
基本每股收益,0.38,0.22,0.44,0.31,0.38,0.32,--,--,--,
稀释每股收益,0.38,0.22,0.44,0.31,0.38,0.32,--,--,--,
