报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),66775,38195,76087,53400,72202,16645,68152,60123,49117,
营业收入(万元),66775,38195,76087,53400,72202,16645,68152,60123,49117,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),52004,29467,56312,40077,53458,9950,51795,47982,38795,
营业成本(万元),20837,14270,29005,20080,27586,6266,28744,28072,26853,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2331,1763,1431,747,913,197,820,582,489,
销售费用(万元),17830,7081,13277,9540,12709,2058,10570,7005,4085,
管理费用(万元),10306,5994,11740,9217,12722,2823,11243,9827,6276,
财务费用(万元),381,246,400,304,596,155,725,609,430,
资产减值损失(万元),319,112,460,188,-1068,-1549,-307,1887,662,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,
投资收益(万元),3048,3048,--,--,-50,--,--,--,-18,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),18374,12209,19775,13324,18694,6695,16357,12141,10304,
营业外收入(万元),7,7,1381,1033,1257,71,1361,318,134,
营业外支出(万元),65,46,243,165,152,17,268,242,976,
非流动资产处置损失(万元),53,36,200,136,91,12,178,135,186,
利润总额(万元),18316,12170,20913,14192,19798,6750,17450,12218,9461,
所得税费用(万元),5716,4062,3394,2658,3168,1269,2751,1788,1428,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),12600,8108,17518,11534,16630,5481,14698,10430,8034,
归属于母公司所有者的净利润(万元),12600,8108,17518,11534,16630,5481,14698,10439,8272,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,-10,-238,
基本每股收益,0.8,0.51,1.11,0.73,1.05,0.35,0.95,0.7,7.95,
稀释每股收益,0.8,0.51,1.11,0.73,1.05,0.35,0.95,0.7,7.95,
