报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),38852,209849,141976,79514,29228,127135,85325,47926,23712,87874,55990,34426,16218,70054,49724,30273,14023,66841,54434,42934,
营业收入(万元),38852,209849,141976,79514,29228,127135,85325,47926,23712,87874,55990,34426,16218,70054,49724,30273,14023,66841,54434,42934,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),35424,184735,121465,69408,26167,112376,76215,43398,21443,78678,50272,31334,14709,63906,45313,27723,12967,60723,49182,38176,
营业成本(万元),30202,157361,103504,58887,22082,95884,64968,36653,17931,66853,42343,26137,12290,53497,38052,23112,10880,50216,40122,31054,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),305,1254,872,571,241,890,471,265,160,557,359,228,155,578,385,287,198,422,351,313,
销售费用(万元),1022,6051,4320,2574,753,3511,2218,1421,678,3215,2133,1221,659,2900,1950,1266,681,2835,2703,1915,
管理费用(万元),2814,14334,9103,5478,2583,10321,7351,4621,2291,7636,5365,3444,1626,6097,4223,2665,1209,5790,5314,4334,
财务费用(万元),746,2327,1584,835,345,-620,-12,-93,105,-961,-796,-163,-93,10,-61,-120,-46,430,104,435,
资产减值损失(万元),336,3409,2083,1064,163,2390,1219,531,278,1377,868,466,72,824,765,514,44,1030,587,125,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,
投资收益(万元),102,1736,1018,442,87,100,86,86,78,274,52,7,--,8,4,0,--,4,60,24,
对联营企业和合营企业的投资收益(万元),15,513,401,238,--,3,0,0,--,4,2,2,--,8,4,--,--,4,-0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8943,28885,22636,11189,3148,14860,9196,4614,2347,9470,5770,3098,1509,6156,4415,2550,1056,6122,5311,4798,
营业外收入(万元),58,126,75,67,331,1287,955,489,67,611,336,293,45,756,601,230,113,616,667,752,
营业外支出(万元),1,74,128,128,8,151,92,84,38,156,86,11,1,59,52,49,29,97,74,35,
非流动资产处置损失(万元),--,--,102,101,3,89,84,81,--,49,10,10,--,49,43,43,--,60,6,13,
利润总额(万元),9000,28937,22582,11128,3470,15996,10059,5019,2377,9925,6020,3381,1553,6853,4964,2730,1140,6640,5904,5515,
所得税费用(万元),1664,3881,3298,1533,441,2247,1418,664,289,1333,826,352,221,880,627,329,172,959,798,748,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7336,25056,19284,9596,3029,13749,8641,4355,2088,8592,5194,3029,1332,5973,4337,2401,968,5681,5106,4767,
归属于母公司所有者的净利润(万元),7395,25140,19334,9621,3036,13878,8672,4368,2114,8729,5245,3075,1368,6024,4379,2443,985,5719,5124,4725,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-58,-84,-50,-26,-7,-129,-32,-12,-26,-137,-51,-46,-36,-52,-42,-41,-17,-38,-18,42,
基本每股收益,0.26,0.92,0.71,0.36,0.12,0.55,0.34,0.17,0.25,1.13,0.7,0.44,0.22,0.96,0.7,0.39,0.16,0.91,0.81,0.79,
稀释每股收益,0.26,0.92,0.71,0.36,0.12,0.55,0.34,0.17,0.25,1.13,0.7,0.44,--,0.96,0.7,0.39,--,0.91,0.81,0.79,
