报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),523025,339363,166360,491101,339544,238826,688989,347443,722310,718917,647777,312889,594244,529389,490232,
营业收入(万元),523025,339363,166360,491101,339544,238826,688989,347443,722310,718917,647777,312889,594244,529389,490232,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),429340,272208,131642,468311,334922,228646,546813,249275,530576,539140,471321,213735,434795,404804,396342,
营业成本(万元),323382,209897,101218,357344,261279,179802,407893,193960,407700,404572,355384,164271,325441,315854,306516,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),7634,4861,2841,6718,1466,1125,3527,1742,3599,16125,22761,10852,20813,18434,16967,
销售费用(万元),2,--,--,11,8,7,2,4,21,12,50,2,194,90,21,
管理费用(万元),66207,39478,18292,79972,56579,38692,107253,38356,87295,82038,74058,33576,60530,54364,53992,
财务费用(万元),25836,17228,8626,25857,17684,11614,29697,15205,33380,33112,24068,11171,19255,14663,17917,
资产减值损失(万元),6279,745,664,-1590,-2094,-2594,-1558,8,-1420,3281,-5000,-6137,8561,1399,928,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),11751,8237,2668,12075,9804,6718,23859,17104,23715,15749,19664,10389,19919,17697,12453,
对联营企业和合营企业的投资收益(万元),9156,5801,2608,11181,9053,6030,17191,10861,17346,11137,15144,5549,16845,17160,12453,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),111132,80153,37386,34865,14426,16899,166035,115272,215450,195526,196120,109543,179369,142282,106343,
营业外收入(万元),231,182,1035,14120,5972,1764,6849,4247,42649,31370,1074,360,1090,399,366,
营业外支出(万元),825,727,24,457,288,287,1542,650,2361,7298,16808,15436,31661,412,640,
非流动资产处置损失(万元),691,658,24,183,36,35,997,625,2241,5681,16708,261,29223,--,--,
利润总额(万元),110539,79608,38398,48528,20110,18375,171342,118869,255738,219599,180386,94468,148798,142269,106069,
所得税费用(万元),26645,17441,9735,11372,4364,4383,36706,25887,58008,41932,42807,23631,42733,32609,23576,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),83893,62167,28662,37157,15745,13992,134636,92981,197731,177667,137579,70837,106065,109660,82493,
归属于母公司所有者的净利润(万元),85733,61704,28668,36503,15561,13736,134449,92747,198014,176436,138466,71422,108391,111499,82478,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1839,463,-6,654,184,256,187,235,-284,1230,-887,-585,-2327,-1839,15,
基本每股收益,0.17,0.12,0.06,0.07,0.03,0.03,0.27,0.18,0.39,0.41,0.32,0.17,0.25,0.26,0.19,
稀释每股收益,0.17,0.12,0.06,0.07,0.03,0.03,0.27,0.18,0.39,0.41,0.32,0.17,0.25,0.26,0.19,
