报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),217638,117297,50638,239413,158586,87445,39244,206853,148187,85853,32637,186374,128561,72000,30225,178082,115894,65711,21152,134963,93227,49900,16341,117078,82276,42486,101290,69423,77018,44970,41212,
营业收入(万元),217638,117297,50638,239413,158586,87445,39244,206853,148187,85853,32637,186374,128561,72000,30225,178082,115894,65711,21152,134963,93227,49900,16341,117078,82276,42486,101290,69423,77018,44970,41212,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),204656,113422,50086,228232,154735,86748,39292,200506,144893,84639,32734,180870,125507,71421,31483,172976,113001,64509,21001,130166,90216,48838,16152,109741,76604,40123,95128,65757,72145,41750,38516,
营业成本(万元),164676,89452,38518,199763,134896,78227,35532,182701,131380,76656,29378,163761,113612,64229,27797,157710,102159,57781,18605,119161,82920,44488,14737,100768,70358,36173,86998,59958,65977,37989,35677,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),6447,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
