报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
营业总收入(万元),1222167,495869,2061492,1472882,903888,462180,1892014,1388770,869427,401012,1641627,1283220,833209,356910,1648355,1214888,755397,355635,1558249,1129962,722235,346940,1362674,1017972,599139,273275,1069009,783084,433934,185576,742727,497015,294999,136593,445853,303708,173923,52503,269637,196900,123171,48921,163114,101796,61488,111731,89549,48192,106698,66318,
营业收入(万元),1222167,495869,2061492,1472882,903888,462180,1892014,1388770,869427,401012,1641627,1283220,833209,356910,1648355,1214888,755397,355635,1558249,1129962,722235,346940,1362674,1017972,599139,273275,1069009,783084,433934,185576,742727,497015,294999,136593,445853,303708,173923,52503,269637,196900,123171,48921,163114,101796,61488,111731,89549,48192,106698,66318,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,--,
营业总成本(万元),1241566,490368,2005599,1431093,876579,448345,1797975,1302400,816411,381057,1618250,1268125,836868,365531,1657416,1229082,773325,363890,1563090,1129134,722921,346722,1357450,1003868,589193,268976,1052003,766600,426356,182747,734130,488973,291244,135164,439429,297734,170200,50735,264341,191597,119315,47207,158623,98485,60003,107837,87507,47207,104006,63657,
营业成本(万元),1135832,448582,1821839,1291082,786596,405892,1631191,1172061,728264,342129,1489282,1170819,781837,341310,1552906,1148538,720315,339493,1474676,1065988,684638,328038,1283626,952114,560048,253730,997948,727462,402442,171652,691947,459896,273559,126598,413441,281364,160847,46708,250749,182259,113562,44559,149076,91571,55723,99699,81838,43567,96579,60204,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,--,
营业税金及附加(万元),1076,513,2523,1074,535,116,1458,182,138,95,291,141,37,14,140,62,44,26,117,57,39,20,121,92,21,4,50,17,13,4,39,6,3,1,39,11,2,--,7,3,3,--,0,--,0,0,--,0,0,0,
销售费用(万元),39203,15527,66805,59996,35547,15520,67978,50657,33444,15197,55557,40332,21393,9609,43003,31594,20032,9371,34192,24300,15645,8220,31933,23383,12495,6698,23650,17610,10766,5015,18835,13221,7918,3733,11971,8266,4804,1976,6310,4429,2614,1348,5156,3781,2406,4739,3388,2209,4030,1538,
管理费用(万元),45993,18061,92121,60705,40290,22261,69354,54609,33925,16995,51285,44592,26662,10425,39811,32749,21789,10359,37244,28282,17051,8723,30877,21694,13152,6968,22527,16280,9935,4847,17669,12091,7701,3539,10678,6298,3699,1434,5201,3456,2211,961,3222,2183,1282,2671,1744,1001,2695,1445,
财务费用(万元),17851,7685,19391,17901,13277,4556,20412,16089,11838,6641,19760,15280,9906,4173,18298,16341,11347,4640,15094,10737,5777,1739,9701,6681,3566,1575,7191,5192,3161,1229,5259,3789,2030,1293,3050,1939,1043,617,1902,1393,881,340,1187,950,565,693,537,305,579,315,
资产减值损失(万元),1611,--,2920,334,334,--,7582,8802,8802,--,2075,-3038,-2969,--,3257,-202,-202,--,1767,-230,-230,-18,1194,-96,-159,--,637,40,38,--,381,-31,33,--,250,-145,-195,--,171,56,45,--,-18,--,27,35,--,125,122,154,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,
投资收益(万元),-982,--,1652,1999,1850,-1039,5907,2816,2746,835,4742,-119,24,--,11450,-1556,-1219,-769,592,-598,-484,-99,842,-346,-234,-80,600,-44,-12,3,365,3,4,19,1,4,4,--,-143,-144,-144,--,0,--,0,7,--,0,-11,-1,
