报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),599486,2742083,1911056,1190232,509514,2341655,1593659,990543,398095,2016455,910859,563055,238152,1202647,877497,558995,226138,1276723,930743,584959,239070,1195651,856570,541465,207016,1070316,776665,435273,178530,828820,632667,400190,164480,633911,465976,284125,116990,480152,352835,209964,444209,418481,337716,
营业收入(万元),599486,2742083,1911056,1190232,509514,2341655,1593659,990543,398095,2016455,910859,563055,238152,1202647,877497,558995,226138,1276723,930743,584959,239070,1195651,856570,541465,207016,1070316,776665,435273,178530,828820,632667,400190,164480,633911,465976,284125,116990,480152,352835,209964,444209,418481,337716,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),541804,2403730,1650096,1029212,463128,2045969,1380970,856453,359006,1744570,754341,466186,199123,989954,720729,460956,188173,1051762,766773,483577,201904,1001734,715498,455119,176308,906446,656462,370554,152505,720648,551426,346715,142202,550266,391656,235472,96920,410053,289847,171151,385565,360688,308694,
营业成本(万元),438270,1928563,1342177,839824,372179,1655087,1116545,697746,285075,1413341,605679,370668,158186,783482,577200,369704,150316,853043,631831,398849,164956,817872,596771,379999,146612,749873,553883,318457,130160,629673,489841,310494,127585,469676,339089,206187,84197,344929,246311,146379,332382,320672,266471,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),15310,94637,56717,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3511,16565,12049,8003,3353,17285,12564,8473,3930,14095,6155,3686,1622,8007,5999,4012,1660,8682,6469,4027,1646,7234,5273,3469,1414,7087,4993,2961,1130,3939,3259,2111,1009,3448,2788,1764,823,3144,2550,1687,2667,2014,1463,
销售费用(万元),36485,174282,118108,69807,30093,134147,94322,53679,23811,101229,58592,37672,15519,79996,55708,34763,13218,79911,51912,33840,13479,70010,44242,28674,11112,64049,37640,19249,9050,33949,22669,14458,6157,30409,17305,10980,4626,24238,17286,9837,23595,20516,20849,
管理费用(万元),29679,126125,89553,88181,39904,180976,119580,71001,33100,159944,78909,49537,20549,102179,68997,41731,18312,91488,64823,40564,18473,87644,62530,39089,16801,82388,58943,30177,14466,58791,40140,24418,11434,49333,33562,16430,7418,36410,23490,12118,24309,16489,16847,
财务费用(万元),15889,38931,24311,19704,16043,50533,32294,20111,11652,41570,2271,2597,2644,8696,6002,6188,3699,11695,8369,4060,1575,6461,3634,1290,-1138,449,-1549,-2355,-3417,-6285,-5288,-5684,-4745,-2009,-1309,60,-75,-520,-313,-57,1606,2147,2284,
资产减值损失(万元),--,24627,7181,3691,1557,7942,5664,5443,1438,14391,2736,2026,603,7595,6823,4559,968,6944,3371,2237,1776,12513,3048,2598,1507,2600,2552,2065,1115,581,806,918,761,-591,221,50,-69,1851,524,1187,1006,-1150,779,
