报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),1074096,1186290,1144172,1077274,1314966,1420076,917018,409171,
结算备付金(万元),278058,276847,279158,267966,236790,461210,267576,134416,
拆出资金(万元),--,--,--,--,--,20000,--,--,
交易性金融资产(万元),1107480,1188412,942759,784557,727271,795307,374978,221110,
衍生金融资产(万元),--,--,--,--,4,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,
应收账款(万元),15853,2749,7548,12665,4026,9037,11368,3925,
预付款项(万元),--,--,--,--,--,--,--,--,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),43175,48183,46801,42867,38085,29412,11779,9666,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),--,--,--,--,--,--,--,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),1702,1700,1669,1664,1669,20620,14084,11950,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),433368,337113,243597,240235,81622,27781,65025,54291,
存货(万元),--,--,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,
流动资产合计(万元),--,--,--,--,--,--,--,--,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),274552,227532,199665,200239,180160,114404,63513,33734,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),31659,30692,28506,27892,26253,21907,10636,6991,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),1363,813,808,2460,2515,1489,1560,1632,
固定资产原值(万元),--,87755,--,86423,88259,86957,85318,85317,
累计折旧(万元),--,31651,--,30194,32756,31109,27876,25489,
固定资产净值(万元),--,56104,--,56230,55504,55848,57442,59828,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),55515,56104,56894,56230,55504,55848,57442,59828,
在建工程(万元),1863,1669,1654,1669,1514,1704,780,659,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,2,--,--,--,
