报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2007-12-31,
货币资金(万元),619173,750792,691425,638086,726773,674128,643214,607080,622727,293330,288981,237781,280166,244091,169225,199763,200082,233940,253052,239800,218633,250733,216668,206091,297152,225408,605716,488700,295524,325758,81363,112655,78209,102112,120265,101593,74338,67001,53215,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
交易性金融资产(万元),551,505,608,548,591,730,3282,3397,1275,1618,2547,904,1794,1545,1537,1429,1455,1241,762,755,750,--,--,10053,--,--,60611,45153,--,0,--,0,0,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应收票据(万元),19321,17546,12534,14459,12660,15865,11312,7150,10408,8125,6245,11332,11325,9087,10835,11015,8676,6006,11018,8640,8643,6307,8835,11273,6532,14313,6283,6972,13222,9549,621,553,272,305,446,0,398,90,0,
应收账款(万元),126101,102642,70898,70334,64086,65856,83381,93324,85095,82173,89840,98418,101112,83744,91651,76595,73315,50235,56348,58444,61185,47318,64749,72115,67097,43602,47708,49272,43603,34082,18511,18280,15670,9437,14612,35424,13965,10036,6907,
预付款项(万元),18035,15944,11696,7618,16067,25659,27648,30789,23412,31020,22930,24867,35631,35497,13516,4712,8303,6710,10568,4247,15839,22440,5427,5495,6501,2450,3869,3439,4883,16655,3253,1531,2494,4054,2419,650,666,344,536,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应收利息(万元),3223,4364,3483,2939,2119,2627,1858,1089,1330,1017,908,852,1244,1322,819,605,3234,1631,677,440,563,407,774,482,1774,1708,2053,1114,756,156,289,257,8,19,1,0,0,196,138,
应收股利(万元),8752,8723,948,3642,3668,3825,2768,2776,2296,2296,327,4411,1464,1864,1088,307,559,634,1551,1648,433,435,125,2801,2707,2723,1496,1500,8925,8933,--,8598,10812,11238,162,0,13569,13569,14507,
其他应收款(万元),47223,47540,74187,93337,55234,31529,58145,101694,93603,96886,82376,65311,60017,43694,66194,60979,51819,47567,32141,39793,53761,29520,25419,23619,20317,19870,22594,19273,21300,18794,17275,18401,15317,16133,16042,15323,25799,26777,18202,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
存货(万元),40682,70269,63263,39569,43831,45133,55655,70029,92770,93627,93165,100711,95388,96517,74666,65655,34815,41414,43362,65150,79162,13112,7891,7787,7981,8910,9376,9055,5389,5441,2194,2810,2399,2542,2009,938,1682,1735,10914,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,6582,6582,6582,6582,--,--,--,--,--,--,100000,100000,100000,100561,561,561,487,486,--,--,--,0,--,0,359,359,0,0,0,0,0,
其他流动资产(万元),19595,25584,103182,166930,97336,50882,116819,44361,32185,9195,30299,20516,19952,70511,5835,15917,124375,109183,6716,23179,946,487,487,385,385,70283,797,2097,1300,6800,14280,12080,11180,4780,359,999,11000,13500,11400,
流动资产合计(万元),902656,1043908,1032224,1037462,1022367,916232,1004081,961689,971681,625868,624199,571685,608093,587872,435365,436976,506634,498559,516195,542096,539915,471319,330937,340662,410933,389753,760503,626573,394901,426169,137787,175163,136718,150978,156314,154926,141415,133248,115820,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
可供出售金融资产(万元),--,15942,15980,15987,15571,15584,15364,15359,15403,15401,15346,15608,33310,23343,23615,23632,17113,17491,1934,1750,2021,1892,2053,2392,2632,2658,3499,4251,3745,2680,2698,2496,3111,3022,2621,14135,1623,1657,5848,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
长期应收款(万元),--,--,1150,1150,1150,1150,600,600,1992,1802,2359,2229,2281,2254,2346,2459,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,6665,0,0,0,
长期股权投资(万元),421217,418144,509499,503511,500909,490216,484915,483410,483298,473166,413158,409357,410332,387321,383640,384738,386244,389267,404666,401681,396720,383302,381152,365072,332888,333074,329842,321798,344380,331365,311582,309012,264406,239458,246955,213858,237993,213185,172293,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
投资性房地产(万元),70548,71051,63184,63638,64092,64546,64999,65453,65907,66361,66800,67254,67712,68166,68543,68923,69261,69714,69299,69078,69522,69983,67353,67775,68168,68619,69270,69690,87818,88341,89599,90064,90610,91133,91790,85260,98116,98675,102355,
固定资产原值(万元),--,2447087,--,2101573,--,2102605,--,2090289,--,2072471,--,2057589,--,2047197,--,1959119,--,1915699,--,1854351,--,1734898,--,1590493,--,1602148,--,1490862,--,1157570,--,553427,0,527861,0,0,0,491454,494712,
累计折旧(万元),--,761363,--,737238,--,705198,--,673563,--,639116,--,605705,--,570557,--,540232,--,510144,--,485827,--,457592,--,431962,--,410950,--,383911,--,264587,--,89011,0,76870,0,0,0,53279,35485,
固定资产净值(万元),--,1685725,--,1364336,--,1397407,--,1416725,--,1433355,--,1451884,--,1476639,--,1418887,--,1405555,--,1368524,--,1277305,--,1158531,--,1191198,--,1106951,--,892984,--,464416,0,450991,0,0,0,438175,459227,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
固定资产(万元),1665770,1685725,1348119,1364336,1381266,1397407,1400629,1416725,1432652,1433355,1435720,1451884,1460447,1476639,1414077,1418887,1389391,1405555,1372150,1368524,1266440,1277305,1225452,1158531,1174274,1191198,1141956,1106951,958933,892984,467189,464416,448616,450991,432395,560510,433769,438175,459227,
在建工程(万元),229866,226061,178895,173101,161562,161601,164952,162579,156904,183721,173146,229769,160918,155509,225492,225201,261253,254771,264597,251994,475809,468975,514411,561812,536526,532598,540790,520472,469155,461710,177769,160315,166801,156726,150477,0,132056,123414,108991,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
固定资产清理(万元),383,368,361,350,357,268,428,398,317,310,193,191,176,176,478,466,169,89,804,779,815,3606,4664,4828,3423,377,773,773,--,0,0,0,0,0,53,0,0,0,0,
