报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),1333,2492,2680,2000,1575,3861,4367,4625,2234,6112,2741,18838,2332,5130,5786,6546,6690,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),938,1438,207,500,132,160,56,70,15,80,1500,17,--,800,126,5,112,
应收账款(万元),7312,6027,9263,8647,6646,5046,5566,7676,6675,3874,6928,6830,3576,2847,1360,527,1464,
预付款项(万元),1094,1511,883,397,1844,1121,584,334,231,135,923,589,590,644,738,994,470,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),651,635,586,585,598,585,2,--,2,--,3,1,28,1,0,3,17,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),11675,10003,8637,8809,8227,8362,7119,6417,5175,5136,4339,3598,3285,2856,2618,2924,2627,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),114,396,179,384,420,703,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),23115,22501,22435,21322,19443,19838,17695,19123,14332,15338,16434,29873,9811,12278,10628,10999,11381,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,40869,--,39171,--,39117,--,38960,--,10049,--,8772,8767,8542,2313,2064,1885,
累计折旧(万元),--,4348,--,3431,--,2569,--,1639,--,1546,--,1296,1146,996,696,467,254,
固定资产净值(万元),--,36520,--,35740,--,36548,--,37321,--,8503,--,7477,7620,7546,1617,1597,1631,
固定资产减值准备(万元),--,4348,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),36258,36520,35651,35740,36060,36548,36907,37321,8351,8503,7333,7477,7620,7546,1617,1597,1631,
在建工程(万元),2326,2389,2387,2074,1615,953,805,646,28761,28512,28407,26762,24388,23820,16006,11769,4164,
工程物资(万元),--,--,7,7,7,7,5,5,6,5,119,118,118,127,926,293,--,
固定资产清理(万元),--,--,--,--,--,--,947,977,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3484,3504,3400,3420,3441,3464,2463,2480,3022,3043,3063,3084,3104,3125,3196,3276,3291,
开发支出(万元),--,--,--,--,--,--,--,--,199,--,193,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),817,814,797,820,828,821,801,827,819,815,861,854,844,822,683,632,532,
其他非流动资产(万元),699,496,1235,1219,1117,1031,1825,1300,1955,1723,1081,1066,2262,2492,10394,8417,4399,
非流动资产合计(万元),43584,43723,43476,43279,43068,42823,43753,43556,43113,42601,41058,39360,38337,37931,32822,25983,14017,
资产总计(万元),66699,66225,65911,64601,62511,62661,61448,62679,57445,57939,57491,69234,48148,50209,43450,36982,25398,
短期借款(万元),5680,4680,3500,3000,3500,3000,3000,3000,--,--,--,5000,3500,4200,12000,11800,5700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),206,882,1424,1254,3257,3094,2141,2621,1948,2433,2746,1236,1433,3013,3291,0,0,
应付账款(万元),1548,1743,1158,1204,1145,1450,2296,2944,2476,2923,3705,4283,2352,2774,1733,2171,665,
预收账款(万元),314,229,260,59,346,53,61,187,12,34,32,14,12,40,77,743,304,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),214,218,211,254,192,240,212,227,198,254,72,176,148,230,192,128,108,
应交税费(万元),155,117,171,340,195,331,-642,-511,-705,-916,-740,-402,-974,-1203,152,31,287,
应付利息(万元),5,20,--,--,--,11,--,--,7,8,--,--,32,34,25,26,13,
应付股利(万元),--,--,--,290,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),122,132,128,113,315,107,1210,1220,1209,1222,1223,1132,1127,1122,1118,1096,1128,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
