报告日期,2017-09-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),26132,9783,7869,5149,6609,5030,7906,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),1824,1739,5403,2160,4498,1849,662,
应收账款(万元),12309,12719,13355,15600,13992,13043,10448,
预付款项(万元),730,595,373,446,197,186,632,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),64,200,143,448,517,424,4235,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),10501,7868,6050,6483,6964,6118,5324,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),8021,249,10,15,9,12,15,
流动资产合计(万元),59581,33153,33204,30301,32785,26663,29221,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),147,155,145,146,149,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,12925,10491,--,10257,--,--,
累计折旧(万元),--,5669,4908,--,4211,--,--,
固定资产净值(万元),--,7256,5583,--,6046,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),6928,7256,5583,5689,6046,6263,6380,
在建工程(万元),3537,2390,106,217,50,34,744,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),5132,5217,4608,3160,3194,840,861,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),803,--,--,--,--,--,--,
长期待摊费用(万元),167,115,549,697,844,684,21,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),229,210,294,307,291,234,159,
其他非流动资产(万元),3394,3160,2848,957,341,2618,593,
非流动资产合计(万元),20337,18503,14133,11173,10916,10672,8758,
资产总计(万元),79917,51655,47337,41474,43701,37335,37979,
短期借款(万元),15600,15300,17400,15600,15600,15100,14000,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),1000,700,--,--,--,--,6000,
应付账款(万元),7591,5688,4904,3976,4333,3306,4120,
预收账款(万元),645,274,376,316,131,283,203,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),627,742,1044,887,997,945,684,
应交税费(万元),199,749,740,657,607,449,483,
应付利息(万元),16,20,24,61,29,23,25,
应付股利(万元),--,1410,--,--,201,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),36,83,525,411,629,283,226,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),25714,24967,25013,21908,22528,20391,25741,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),1012,1020,72,77,83,87,100,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),1012,1020,72,77,83,87,100,
负债合计(万元),26726,25987,25086,21986,22610,20478,25841,
实收资本(或股本)(万元),10000,7500,7500,7500,7500,7500,7500,
资本公积(万元),26054,2916,2916,2916,2916,2916,2989,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),2219,2219,1790,1230,1230,649,131,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),14259,12647,9879,7706,9315,5807,1521,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),52533,25296,22084,19338,20946,16857,12138,
少数股东权益(万元),659,373,167,150,144,--,--,
所有者权益(或股东权益)合计(万元),53192,25669,22251,19488,21090,16857,12138,
负债和所有者权益(或股东权益)总计(万元),79917,51655,47337,41474,43701,37335,37979,		
  
