报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),496268,560358,247344,243640,366990,223262,160795,186552,138084,182634,172548,197162,248997,152882,143708,136561,101474,62177,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,142,185,0,997,7247,35,9196,--,--,--,--,--,--,148,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,933,--,
应收票据(万元),1734,3886,2648,1356,4019,4331,3449,1401,--,--,--,--,--,--,--,131,--,--,
应收账款(万元),359853,574999,492724,342046,313463,342934,389932,283291,252291,325652,330260,333394,271673,269994,174374,238835,206473,70492,
预付款项(万元),3487,3135,2946,2618,4219,1113,3370,639,539,296,55631,68774,69191,74328,134398,38180,14121,66433,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,94,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),6949,6689,6193,5435,5096,3615,5267,5439,5012,3662,4940,19846,2761,16000,2247,5117,4261,3236,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),280015,221026,269920,227004,188975,195820,195325,228180,197572,191631,238758,181805,204766,205363,177575,119401,126931,72661,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),75916,66025,71842,75573,76446,72543,52918,83565,68177,69630,741,227,73,270,407,236,190,127,
流动资产合计(万元),1224222,1436118,1093617,897670,959349,843802,811056,790065,668921,773540,812074,801208,797461,718839,632709,538461,454382,275369,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2501,1951,1983,3372,1377,1388,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),3649,3574,4345,4343,4472,4492,4167,4180,2436,2465,1399,1050,1073,1080,1122,1134,1254,1897,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,2544718,--,2211987,--,1916028,--,1722556,--,1680667,--,1491576,--,1340968,1001648,894355,725691,428420,
累计折旧(万元),--,848138,--,771043,--,708339,--,649319,--,595769,--,494444,--,396227,320310,260408,147644,68529,
固定资产净值(万元),--,1696580,--,1440944,--,1207689,--,1073238,--,1084899,--,997132,--,944741,681338,633947,578047,359891,
固定资产减值准备(万元),--,5137,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1722871,1691443,1565461,1440944,1269861,1207689,1096997,1073238,1071918,1084899,983704,997132,960898,944741,681338,633947,578047,359891,
在建工程(万元),98203,87503,85137,56936,38262,29460,22513,12943,15723,10176,64740,54626,54806,41095,68794,44649,36558,19881,
工程物资(万元),2821,2622,2282,1622,2123,1277,1,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,0,2,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),173152,174241,172143,159895,144372,145926,132568,133219,112831,106820,72128,72347,72741,73164,73645,74368,35804,20142,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),4497,4497,4497,4497,4497,4497,4338,4338,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1604,1715,1882,1488,1673,2194,2185,3121,3699,4818,5951,6895,8000,9514,11675,15015,19296,8309,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),59350,55468,60140,56432,56743,53931,54236,51388,46767,44142,44510,39380,36476,35410,27379,20868,15401,8530,
其他非流动资产(万元),189532,113094,142572,131596,232161,86278,110748,89202,47797,22325,--,--,--,--,--,--,--,--,
非流动资产合计(万元),2258179,2136107,2040443,1861125,1755541,1537132,1427754,1371630,1301171,1275644,1172432,1171429,1133993,1105004,863952,789981,686360,418649,
资产总计(万元),3482400,3572225,3134060,2758795,2714890,2380934,2238809,2161694,1970092,2049184,1984506,1972637,1931454,1823843,1496662,1328442,1140742,694018,
短期借款(万元),423208,417554,685469,578206,587700,422584,401738,429246,519144,536855,528951,563867,548618,585844,431108,319606,388054,236903,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
