报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),35672,21386,15276,27011,32451,32024,12024,12822,7629,8338,4252,2553,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1740,2671,1187,1307,224,856,561,1400,397,10,2318,--,
应收账款(万元),53219,50609,22260,21750,22306,19267,15174,15145,13796,9137,6870,7526,
预付款项(万元),1420,1635,1369,968,1989,1387,741,708,359,600,510,573,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),7750,13461,6149,922,915,774,759,682,489,187,422,364,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),11285,10400,5268,5969,6908,6281,5852,4619,5834,4829,4128,3774,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),2,2,2,5,--,21,--,--,--,--,--,--,
其他流动资产(万元),1190,56,--,--,13,--,175,156,167,33,8,47,
流动资产合计(万元),112280,100221,51510,57933,64807,60610,35287,35532,28671,23134,18508,14837,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,29630,--,14756,--,14322,--,14242,11330,8302,--,5429,
累计折旧(万元),--,7414,--,4158,--,3684,--,3218,2327,1722,--,685,
固定资产净值(万元),--,22216,--,10598,--,10638,--,11024,9003,6580,--,4744,
