报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),64084,79799,55369,91253,95959,99171,107472,92734,96533,136909,78235,110813,28270,45010,37673,42677,34738,35285,16299,25953,22397,28460,14820,15763,27465,55703,39539,37634,40744,50337,42765,43260,50836,62477,55875,60130,62366,14300,10308,10639,10718,11656,5585,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7323,0,6324,5801,17700,19000,18000,--,--,--,2,1,--,--,--,--,--,0,--,0,0,0,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,
应收票据(万元),9006,12724,14779,18949,14478,10869,11263,7813,3503,5011,3228,5926,4298,5257,17329,4713,3464,2347,5574,3269,1977,2968,2293,1663,2252,2014,3153,1470,1652,1533,1820,1396,1505,591,462,345,87,156,28,51,176,326,33,
应收账款(万元),159525,150322,140115,125642,109263,111853,104908,97309,82564,83219,74341,72321,72273,77580,62774,64273,72137,73653,48258,46917,39992,39489,36430,32852,29279,28856,30114,27880,26482,25205,22681,20892,17366,17446,10638,9294,9339,9527,10110,7529,5603,6206,5193,
预付款项(万元),10093,4969,15470,13885,11347,4946,8198,7306,4360,2243,5479,4200,4428,1708,9644,4387,2523,1394,2856,4569,2174,1733,2131,2697,1524,1174,1832,1690,1277,737,1806,1694,1033,1215,1575,2383,1491,1478,1334,1361,1355,400,399,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,
