报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),847267,1097834,837304,1166617,754681,613999,601935,597062,489779,457126,535817,1041290,1195341,2190658,673068,493417,812971,430371,460789,411611,457217,772637,764474,521605,527661,505722,496663,404644,543153,670930,405401,349082,371293,623706,479972,497685,325889,408197,343982,443008,305712,303783,181998,211985,160135,256698,303400,132595,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,0,0,0,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,0,0,0,0,0,--,0,
交易性金融资产(万元),4047,3639,3741,3756,3702,3704,3610,3401,2673,3022,3107,3314,3280,4368,3948,3752,2526,2370,2265,2168,2210,2138,2713,2653,2303,2410,2631,2607,2576,3079,3271,3138,3177,3043,4178,4885,4105,4112,3518,3025,4060,4110,4567,6143,5079,3597,2756,2461,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,0,0,0,0,0,--,0,
应收票据(万元),915558,700409,562234,400422,436022,434472,402467,421019,519949,475629,548362,469308,782981,762022,798079,801190,719284,498965,548269,562910,523038,518788,406980,582564,542152,623042,590468,622636,423166,414584,376738,368030,381676,381639,458891,391734,330976,327418,215291,442375,405430,111195,192902,75155,326157,109820,128805,167396,
应收账款(万元),429628,329188,333339,308485,293232,176552,176807,155725,192926,163992,131262,138064,179528,169784,126668,172740,131160,144602,107087,124633,132442,124028,136428,107110,98445,104928,71960,100100,43665,150367,37701,88557,54376,79827,101213,27698,53328,52712,40956,40880,27587,18508,11942,37894,44643,43763,41095,37877,
预付款项(万元),107251,86520,108286,85397,197890,141289,190833,148512,71987,72596,35137,42116,76006,1527988,65225,48500,85938,99720,91544,81558,40060,182189,58668,80997,60324,60909,32140,52442,55536,87788,69820,97509,82841,81633,61136,80220,100092,105190,103409,93724,88307,122233,119232,114674,76987,51362,38580,30508,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,0,0,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,0,0,0,0,0,--,0,
