报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),52543,60577,63276,35197,44265,57102,52807,55711,56323,53637,41357,15231,22356,20959,22055,24257,35623,41370,13712,11334,15930,11925,11736,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4076,5838,3981,941,2194,3565,2061,1033,2194,1976,1853,1199,2556,1827,485,811,2174,1623,1133,739,1668,150,153,
应收账款(万元),47777,53716,54039,49297,44592,47673,45463,37871,37452,37025,57691,27895,23501,27171,27809,24697,22725,23039,18644,19929,18088,10680,7087,
预付款项(万元),2973,1986,3729,2973,5991,3003,3909,3931,3065,2007,2970,2325,2491,3315,3599,1916,2808,1302,1471,804,809,952,1143,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,3224,3954,5756,3281,2625,2734,2599,3007,1972,2969,1920,2545,1892,3225,2659,2188,1381,1721,1402,845,471,649,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),70123,58645,72397,64410,59899,52758,59747,60160,56446,51082,37424,20826,20626,18625,16633,14324,16568,14262,16715,13272,12194,7879,12206,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),12111,23002,4546,4143,5506,5503,2287,4195,4634,3526,2770,14836,13334,15485,8000,7995,--,--,--,--,--,--,--,
流动资产合计(万元),193300,206988,205921,162717,165728,172231,169008,165499,163120,151223,147034,84233,87408,89273,81807,76659,82086,82976,53396,47481,49533,32056,32974,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),61,63,65,62,63,63,63,63,60,59,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,0,--,--,--,4434,3985,4203,3789,3653,3480,3452,3105,3023,2766,2350,2159,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),7999,8136,8270,8391,8523,8655,8786,8914,9036,9161,9084,9211,9338,9464,9871,9904,9939,9971,1044,1063,1103,1181,1450,
固定资产原值(万元),--,49018,--,46745,--,46061,--,47174,--,43354,--,12033,--,11694,--,11201,--,11073,2628,2590,2473,2039,1659,
累计折旧(万元),--,31479,--,29495,--,28577,--,29194,--,26393,--,2322,--,1940,--,1570,--,1213,1472,1410,1295,1118,858,
固定资产净值(万元),--,17540,--,17249,--,17484,--,17980,--,16960,--,9710,--,9754,--,9630,--,9860,1156,1181,1178,921,801,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
