报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),15183,10772,13299,14070,12560,7773,9258,18412,6342,4197,21910,22672,32643,5178,5615,2670,4231,3370,1789,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,99,109,36,--,--,--,36,0,49,232,103,--,--,--,52,--,18,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2080,2953,1905,1433,1809,1637,1602,1466,438,486,985,1098,409,340,437,354,365,425,523,
应收账款(万元),9889,8933,9168,9743,7251,6197,8777,7043,4348,4723,4736,3200,3250,2875,4006,2936,3063,2787,1794,
预付款项(万元),2372,1409,920,875,878,332,735,833,597,610,2426,1118,2468,2450,1444,1199,913,600,2033,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),512,717,710,783,1402,1692,401,479,1283,1286,356,493,494,624,460,313,263,192,125,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),16721,14644,13346,14053,13993,12374,9507,10706,8271,7391,5861,6503,5551,5229,4319,4668,3292,2269,1797,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6402,9183,4833,1047,6235,13012,14852,3790,9288,17471,--,--,--,44,--,--,--,--,--,
流动资产合计(万元),53161,48610,44279,42113,44165,43016,45132,42729,30604,36163,36325,35316,44918,16740,16281,12141,12179,9643,8080,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),7258,7258,7258,7258,7518,7518,7218,7218,6301,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,2125,2210,2253,2280,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,41295,--,40315,--,36124,--,31391,--,22335,--,18484,--,17068,16744,15438,12640,--,--,
累计折旧(万元),--,12200,--,10550,--,7963,--,6701,--,4685,--,3899,--,3254,2949,2641,2154,--,--,
固定资产净值(万元),--,29096,--,29765,--,28161,--,24690,--,17649,--,14586,--,13813,13795,12797,10487,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),30517,29096,29234,29765,29852,28161,27419,24690,19901,17649,16838,14586,14131,13813,13795,12797,10487,8773,1205,
在建工程(万元),9475,7443,4803,3356,1298,1101,1188,3909,4533,5547,3848,4733,3763,2699,1393,1605,817,1400,5624,
工程物资(万元),0,--,--,--,--,--,182,7,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,1,1,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),11508,11803,8230,8265,8315,5784,5834,5768,4904,4933,4948,4976,3359,3382,3404,3423,3463,3531,1929,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),20067,20067,20006,20006,20006,18116,18116,18116,--,--,--,--,--,--,--,--,--,--,--,
