报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),1579,2655,1808,8796,1197,2461,6700,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,436,501,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),511,312,297,387,814,717,665,
应收账款(万元),11082,9850,7858,8260,7420,6673,5400,
预付款项(万元),278,144,129,147,230,137,77,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),594,571,719,46,1173,739,188,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),5499,5413,3989,3537,3349,3731,4533,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,1000,500,--,--,--,
其他流动资产(万元),15629,14397,13545,5237,11729,9880,4822,
流动资产合计(万元),35171,33341,29346,26910,26350,24838,22384,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),1181,1181,1181,2180,3900,900,900,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),22,22,21,24,--,257,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),2702,2750,2844,--,--,--,--,
固定资产原值(万元),--,31525,29584,--,18803,16341,--,
累计折旧(万元),--,9720,8674,--,8986,8082,--,
固定资产净值(万元),--,21805,20910,--,9816,8259,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),21691,21805,20910,22322,9816,8259,8009,
在建工程(万元),497,480,344,461,9977,6765,3522,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
