报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),51839,24701,27850,17395,12231,8138,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),12715,8325,4723,9533,10779,230,
应收账款(万元),43068,37624,34202,31253,18321,15085,
预付款项(万元),3763,3327,3047,3783,5528,2115,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),30,10,4,25,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),232,177,122,2484,3113,1576,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),16211,12104,10516,13819,17844,16703,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),1021,1088,1157,16099,152,--,
流动资产合计(万元),128879,87355,81621,94389,67967,43848,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,--,44509,43107,19006,--,
累计折旧(万元),--,--,4947,2403,1367,--,
固定资产净值(万元),--,--,39562,40704,17639,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),38516,39166,39562,40704,17639,1726,
在建工程(万元),--,--,651,--,8314,13835,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2770,2805,2894,2856,2599,2434,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),47,56,12,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),703,660,619,576,321,141,
其他非流动资产(万元),125,162,36,--,681,260,
非流动资产合计(万元),42162,42848,43773,44136,29554,18396,
资产总计(万元),171041,130203,125394,138525,97521,62244,
短期借款(万元),8700,5700,4813,12995,9270,10650,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),11845,9813,10826,15363,17070,8379,
应付账款(万元),10712,10399,6367,10202,6576,10924,
预收账款(万元),321,258,283,253,1650,458,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1236,1484,1724,2112,1687,1437,
应交税费(万元),2036,2595,1769,2870,1718,304,
应付利息(万元),12,8,6,11,9,7,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),950,625,1950,2116,977,3229,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),35811,30881,27737,45922,38957,35388,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),868,881,906,956,500,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,12462,7091,--,
非流动负债合计(万元),868,881,906,13418,7591,0,
负债合计(万元),36679,31761,28642,59340,46548,35388,
实收资本(或股本)(万元),46998,42298,42298,42298,36388,25965,
资本公积(万元),53821,26482,26482,26482,3300,125,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1209,1209,1209,146,1228,311,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),32334,28453,26764,10260,10057,455,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),134362,98442,96752,79186,50973,26856,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),134362,98442,96752,79186,50973,26856,
负债和所有者权益(或股东权益)总计(万元),171041,130203,125394,138525,97521,62244,		
  
