报告日期,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),386040,343115,314531,456047,387852,206661,249865,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,994,242,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),1963,2408,1554,759,950,--,--,
应收账款(万元),140267,133855,134448,53179,36898,11051,6193,
预付款项(万元),14412,14564,15446,406,401,304,313,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),1085,1083,962,639,694,1247,3081,
应收股利(万元),4042,13139,--,2313,--,5307,6667,
其他应收款(万元),78178,83748,90265,46153,93517,137485,236812,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),115042,108454,113843,239,295,299,270,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),8622,20037,20810,--,10340,31514,39314,
其他流动资产(万元),26265,26727,26874,28295,25025,51289,33444,
流动资产合计(万元),775915,747131,718733,588029,555972,446152,615699,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),74416,71852,66366,65744,77922,67811,55741,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),20803,24573,33904,8330,1750,11490,2100,
长期股权投资(万元),2494222,2444299,2394249,2307941,2215919,2142064,1988715,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),15890,16263,16463,--,--,--,--,
固定资产原值(万元),407559,406969,--,--,--,--,--,
累计折旧(万元),107063,102785,--,--,--,--,--,
固定资产净值(万元),300495,304184,--,--,--,--,--,
固定资产减值准备(万元),229,229,--,--,--,--,--,
固定资产(万元),300267,303956,307654,263770,270519,166919,67247,
在建工程(万元),21613,12134,10268,23292,23236,118201,816,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,-0,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),1921187,1937656,1954990,1940479,1862519,1110364,869874,
开发支出(万元),5259,5033,4737,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),9298,10040,10208,1839,2076,2888,21,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),18099,17524,18793,19005,20408,3102,3114,
其他非流动资产(万元),--,--,--,--,--,724,1000,
非流动资产合计(万元),4881054,4843329,4817632,4630400,4474350,3623563,2988627,
资产总计(万元),5656969,5590460,5536364,5218430,5030322,4069715,3604326,
短期借款(万元),335900,334400,349400,279774,282602,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),4560,4617,4534,1397,--,--,--,
应付账款(万元),138046,132209,149654,80821,89136,111173,23863,
预收账款(万元),47313,53696,51985,2061,2048,2149,994,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),17028,14661,22628,12089,13639,11042,10232,
应交税费(万元),49568,44344,41164,43013,47484,19798,23207,
应付利息(万元),672,719,551,1116,998,1370,788,
应付股利(万元),129640,32639,351,200351,200351,501085,500000,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
