报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收利息(万元),214,524,161,242,439,1920,1216,717,1017,990,246,1023,774,660,765,783,523,224,25,27,24,343,--,--,--,--,0,--,37,33,--,0,--,23,--,82,59,36,13,95,70,55,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,529,529,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他应收款(万元),353,439,699,669,265,697,2521,2559,2634,3539,2588,2561,2945,3091,2850,3435,3019,3064,355,325,1137,200,629,415,1351,390,369,234,231,275,645,85,123,164,159,55,50,57,28,28,299,100,164,1529,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
存货(万元),81702,74396,68014,58670,54927,48306,41103,37073,26158,22531,22020,21090,24722,22797,23396,20606,21489,21573,20644,23862,26839,24296,22737,27344,33106,34621,37533,27200,27837,20373,18887,17688,16409,11740,12443,8989,12799,15310,26237,18591,13110,10018,7135,3692,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他流动资产(万元),45709,50293,42006,58339,52570,52528,53267,58166,58785,59258,57983,63420,60442,63902,4811,4873,3054,5220,3414,3455,1706,2085,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
流动资产合计(万元),363056,340962,355594,281373,247839,274830,239218,215873,215035,158473,150661,159955,150227,155544,95518,103411,135341,90658,83188,82518,80467,79963,88080,94368,100248,97339,111553,86770,82425,63910,73858,62172,57491,51501,48980,39968,62014,51361,68645,66873,38612,33441,23182,17179,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,53075,48921,51917,50870,49677,52609,49485,49621,50869,44315,46400,47931,46245,42616,36972,36128,27842,27898,27483,27391,15785,16377,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期股权投资(万元),782,779,775,766,761,758,793,1244,1213,1238,1226,1264,1286,1329,1315,1337,1335,1411,1539,1649,1793,3753,3812,3823,3886,3884,3860,5966,5909,5608,2895,2892,2577,2454,1838,1600,1529,1627,2131,1827,1477,1372,1177,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
投资性房地产(万元),4624,4691,2474,2512,2550,2588,2627,2665,2704,2742,2781,2819,4655,4714,3016,3055,3093,3132,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
固定资产原值(万元),--,242001,--,149594,--,112772,--,100815,--,88521,--,83841,--,81607,--,59580,--,44488,--,39065,--,32876,--,24279,--,18610,--,15382,--,13396,--,10141,--,9092,--,9399,--,8502,--,6918,--,6815,3870,--,
累计折旧(万元),--,39105,--,33384,--,28871,--,24542,--,19672,--,16281,--,13018,--,10528,--,8805,--,7724,--,6650,--,5752,--,5016,--,3025,--,2582,--,2234,--,1921,--,1798,--,1464,--,1203,--,937,561,--,
固定资产净值(万元),--,202896,--,116210,--,83900,--,76274,--,68849,--,67560,--,68590,--,49052,--,35683,--,31341,--,26226,--,18528,--,13595,--,12357,--,10814,--,7907,--,7171,--,7601,--,7038,--,5715,--,5878,3310,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,0,--,
固定资产(万元),197140,202896,120567,116210,87386,83900,76835,76274,68093,68849,67336,67560,68754,68590,55161,49052,40744,35683,35922,31341,26025,26226,19838,18528,18383,13595,13817,12357,8173,10814,7781,7907,7261,7171,7735,7601,6888,7038,5656,5715,5800,5878,3310,1775,
在建工程(万元),38944,23105,74821,77704,86556,61834,11067,17278,5165,7139,9376,8610,9387,9770,18395,10426,11778,5152,3749,7569,10012,6672,6060,5037,602,4537,598,62,3634,1102,2645,713,1376,1423,14,730,1126,1126,363,15,12,0,201,269,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,16,16,16,16,6,5,5,11,11,7,7,7,5,4,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
无形资产(万元),16661,15625,15716,15065,15180,15264,15221,12219,9252,9304,8552,8600,8851,8901,8937,8069,8475,7737,7779,7820,7862,7904,7872,5027,5435,5084,4323,3960,3766,2563,2578,2593,2608,2624,2062,2075,2087,2100,2112,2124,2108,1413,389,208,
开发支出(万元),--,--,--,--,--,--,671,460,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,18,--,88,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
商誉(万元),59738,59738,59743,59738,59738,59738,59767,59767,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期待摊费用(万元),232,249,205,219,217,181,48,58,71,48,54,57,64,71,10,20,24,48,42,46,54,64,66,83,98,68,46,22,34,27,41,54,47,61,30,44,39,33,54,18,19,0,23,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
递延所得税资产(万元),2629,2568,1567,1474,3629,3589,746,779,881,986,1178,1204,1028,1012,589,500,357,309,250,353,291,279,157,85,81,61,47,43,33,56,168,160,13,7,227,432,618,393,32,32,36,36,34,3,
其他非流动资产(万元),--,1238,--,--,--,--,1787,1787,--,--,318,318,318,318,--,1240,--,318,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,5096,--,--,--,0,0,0,--,
非流动资产合计(万元),320751,310889,275868,273688,256016,227852,169562,172574,87378,90307,90821,90432,94359,94721,140515,122636,117729,104666,98964,101399,95532,94527,88680,76905,74909,75164,69024,65026,58522,56299,43949,42216,41365,41131,27692,28857,17384,12316,10348,9731,9452,8700,5133,2255,
资产总计(万元),683806,651852,631463,555061,503855,502682,408780,388448,302413,248780,241482,250387,244586,250264,236033,226047,253071,195324,182152,183917,176000,174491,176760,171273,175157,172503,180577,151796,140947,120209,117807,104388,98856,92632,76672,68825,79398,63677,78993,76604,48065,42140,28315,19434,
短期借款(万元),95033,83690,93163,50723,46019,62730,38193,26822,8000,8356,13018,17289,19130,27996,29614,40564,75456,68424,61316,67689,63632,62498,72589,72759,76053,78941,91698,72911,59422,44690,44765,29118,28651,23877,11806,11065,20912,17490,21101,20376,21471,17757,11548,6001,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付票据(万元),50005,36719,34922,26893,35228,27968,6829,8925,2319,4010,600,1592,1894,3185,2290,1217,691,3000,3484,2665,4464,3010,1274,640,194,587,225,--,--,--,--,0,--,0,--,0,1000,1000,--,--,0,100,2533,0,
应付账款(万元),48770,47719,51333,40119,33756,32860,25000,17870,10838,8429,10215,9637,14575,12713,13296,5965,7301,3766,3253,2996,2653,4014,5463,4054,7051,4223,7567,4563,3448,3389,5699,10964,7216,7986,7966,3162,4439,4337,13296,14902,10513,9326,3758,4785,
预收账款(万元),2307,3589,4888,5992,3416,2436,4839,4774,4050,1936,2878,4127,3443,2974,2465,2042,1966,2137,1885,1798,1624,1255,1199,845,1310,1025,1503,835,813,1032,759,597,544,879,778,523,250,291,975,787,300,160,254,166,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付职工薪酬(万元),1629,3037,1487,1352,1418,1995,893,953,707,1839,550,549,656,1177,453,421,713,981,361,303,501,664,261,292,378,472,235,189,458,533,321,310,237,150,73,74,79,92,94,123,68,96,94,20,
应交税费(万元),5263,8138,4944,4415,4697,4610,3706,3394,3137,2817,2524,3605,3144,2078,3375,2342,2136,1668,1733,1738,1355,1382,315,483,401,121,289,259,202,209,474,462,358,262,-238,-565,-695,-629,-380,27,156,219,182,109,
应付利息(万元),290,541,395,257,322,372,300,209,22,13,169,38,55,99,92,189,272,238,171,134,194,123,314,352,450,326,311,268,266,103,53,32,34,36,16,19,40,38,90,73,105,34,21,58,
应付股利(万元),3660,2103,28,823,111,41,41,41,29,83,84,84,590,78,78,1129,84,--,335,331,331,--,--,--,647,--,--,--,2055,--,--,300,--,0,--,0,--,--,--,--,0,0,39,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他应付款(万元),6955,5815,3360,3633,2509,6561,393,3678,2305,2491,2597,9500,7189,6053,304,866,1802,2073,358,2304,314,1449,437,520,1925,1131,953,379,3319,1318,640,226,141,639,199,161,35,44,415,742,728,711,792,1753,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
一年内到期的非流动负债(万元),12000,12000,2847,12000,6000,6000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他流动负债(万元),--,190,--,2857,36,36,--,--,--,--,--,--,--,--,--,--,--,--,1011,1011,869,869,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
流动负债合计(万元),225912,203541,197367,149063,133511,145610,80194,66665,31407,29974,32635,46421,50677,56353,51966,54735,90420,82287,73907,80970,75937,75265,81852,79944,88409,86825,102780,79404,69982,51273,52712,42010,37181,33829,20601,14439,26059,22663,35592,37031,33341,28402,19221,12893,
长期借款(万元),16418,14678,24000,12000,18000,18000,24000,24000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付债券(万元),47153,46852,46551,46230,45908,45585,45254,44930,44594,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
预计非流动负债(万元),682,682,126,126,437,437,41,36,41,423,424,432,424,424,323,323,332,332,339,154,339,339,221,188,221,221,46,46,46,46,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期递延收益(万元),19583,20342,21127,21864,22625,23386,24139,24875,25611,26347,23033,23693,20796,21376,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,512,250,--,--,--,--,--,--,--,0,--,0,--,0,--,--,119,81,24,24,0,0,
其他非流动负债(万元),2709,2709,2847,2857,5714,--,604,604,642,642,1850,1870,1870,1870,17742,10968,6210,6382,5013,3093,2215,1620,725,731,136,141,148,152,157,162,167,173,178,183,194,194,204,54,90,90,90,90,0,0,
非流动负债合计(万元),86545,85264,94652,83077,92684,87409,94037,94444,70888,27412,25306,25995,23090,23670,18065,11291,6543,6715,5352,3247,2554,1959,1458,1168,357,362,194,198,203,208,167,173,178,183,194,194,204,54,209,171,114,114,0,0,
负债合计(万元),312458,288804,292019,232140,226196,233018,174231,161109,102295,57386,57942,72417,73767,80023,70031,66026,96962,89001,79258,84217,78491,77224,83311,81112,88766,87187,102974,79602,70185,51481,52879,42182,37358,34012,20794,14633,26263,22717,35802,37202,33455,28516,19221,12893,
实收资本(或股本)(万元),98672,98710,98724,98728,98754,97523,97522,97521,97549,97361,97361,97376,97376,44172,44172,44191,44191,36480,36480,36480,36480,36480,36480,36480,36480,36480,36480,36480,18240,18240,18240,18240,12160,12160,12160,12160,6080,6080,6080,6080,4560,4560,4116,3395,
资本公积(万元),34153,34146,26053,25719,14653,9805,7627,7589,6344,6023,5920,5820,5715,44984,44762,44568,44334,130,130,130,130,130,130,130,130,130,207,207,12936,12936,12936,12936,19016,19016,19016,19016,25096,25096,25096,25096,3544,3544,0,0,
减:库存股(万元),2709,2900,5694,5714,5749,36,604,604,642,642,1850,1870,1870,1870,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),10209,10209,8452,8452,8452,8452,6372,6372,6372,6372,5231,5231,5231,5231,4343,4343,4343,4343,3653,3653,3653,3653,2889,2889,2889,2889,2195,2195,2195,2195,1633,1633,1633,1633,1430,1430,1430,1430,1216,1216,1216,1216,868,472,
一般风险准备(万元),96,96,163,163,163,163,247,247,247,247,504,504,504,504,475,475,475,475,469,465,465,465,457,457,457,457,244,244,189,189,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
未分配利润(万元),105521,100489,92430,81552,75578,69197,66038,59532,57444,53552,48651,43796,35747,47403,43217,38091,34377,34245,32679,30126,29178,26904,25712,22747,20247,18033,16745,14221,18139,15320,13525,11710,10421,8256,6299,5016,4249,5091,7352,5746,4070,3160,3795,2674,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
归属于母公司股东权益合计(万元),250889,245698,225099,213871,196822,190070,182161,175615,172264,162912,155816,150855,142701,140422,136967,131667,127719,75672,73410,70852,69905,67631,65667,62702,60203,57988,55871,53347,51700,48880,46333,44518,43229,41065,38905,37623,36855,37698,39744,38138,13390,12480,8779,6541,
少数股东权益(万元),120459,117350,114344,109049,80837,79594,52388,51724,27854,28482,27724,27115,28118,29819,29035,28354,28390,30651,29483,28848,27603,29636,27783,27460,26189,27328,21732,18847,19062,19847,18595,17687,18269,17555,16972,16570,16279,3263,3447,1264,1220,1144,315,0,
所有者权益(或股东权益)合计(万元),371349,363047,339444,322920,277659,269664,234549,227339,200118,191394,183540,177971,170819,170241,166002,160021,156109,106323,102893,99700,97508,97267,93450,90161,86391,85316,77603,72194,70762,68727,64928,62206,61498,58620,55877,54193,53135,40960,43192,39402,14610,13624,9094,6541,
负债和所有者权益(或股东权益)总计(万元),683806,651852,631463,555061,503855,502682,408780,388448,302413,248780,241482,250387,244586,250264,236033,226047,253071,195324,182152,183917,176000,174491,176760,171273,175157,172503,180577,151796,140947,120209,117807,104388,98856,92632,76672,68825,79398,63677,78993,76604,48065,42140,28315,19434,		
  
