报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),22043,26896,31308,26269,44895,15181,16773,18966,15396,19835,26252,23430,13975,5359,10722,6871,5252,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2897,3313,4714,3336,1528,935,3216,2328,2347,10260,853,--,--,--,--,--,--,
应收账款(万元),55007,38856,37136,38818,40848,36472,31488,32929,23422,22977,14187,10810,8005,8641,5505,6315,1609,
预付款项(万元),4902,5258,4676,2580,2501,1667,641,1008,1698,6618,1109,1661,305,946,350,1202,1152,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3397,3730,3585,3398,3319,3008,3037,3190,2959,1867,2940,2351,2855,2815,2569,2108,747,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8309,5547,4136,5148,6846,5568,7866,8750,12061,10335,25499,10361,9809,13135,17488,15557,600,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),12139,16243,10111,20021,239,--,5,--,--,--,3324,--,390,--,--,--,--,
流动资产合计(万元),108695,99842,95665,99570,100177,62831,63025,67171,57883,71891,74164,48613,35339,30897,36634,32053,9360,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),3525,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1667,1683,1699,1715,1731,1747,1763,1779,1811,1843,--,--,--,--,--,--,--,
固定资产原值(万元),--,3082,--,3307,--,--,2861,2708,--,2595,4381,--,--,1286,--,--,--,
累计折旧(万元),--,1481,--,1562,--,--,1406,1344,--,1095,1082,--,--,569,--,--,--,
固定资产净值(万元),--,1601,--,1746,--,--,1455,1364,--,1500,3299,--,--,717,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),3618,1601,1331,1746,1769,1759,1455,1364,1387,1500,3299,2627,665,717,790,497,519,
在建工程(万元),10251,9890,9744,9607,9450,8997,8277,6694,4528,1573,123,--,--,4,4,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1439,1447,1407,1655,1705,1752,1788,1845,1970,2095,2039,2085,557,596,335,24,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),10,11,13,15,17,19,20,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1242,984,867,938,906,799,746,767,531,448,297,201,104,122,78,61,9,
其他非流动资产(万元),833,833,833,833,32,41,188,130,--,1089,--,411,2012,--,--,--,--,
非流动资产合计(万元),22583,16448,15893,16509,15609,15115,14237,12580,10228,8548,5758,5324,3339,1441,1207,582,528,
资产总计(万元),131278,116290,111559,116078,115786,77945,77262,79751,68111,80439,79922,53938,38678,32337,37841,32635,9888,
短期借款(万元),--,--,--,--,--,--,--,--,--,3812,--,--,--,--,--,--,--,
