报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),51193,17901,11495,5505,6789,1335,4341,11153,8923,10095,4567,26617,5738,4843,4562,3634,3973,862,1038,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4550,7100,12520,10019,4153,3089,4858,4856,4833,4905,3761,2189,3730,5680,734,937,822,454,897,
应收账款(万元),11944,6281,9270,8926,8901,5514,9424,8984,9071,6391,10069,10720,4646,5656,4883,6733,3643,2851,1875,
预付款项(万元),15152,9573,17430,6644,6913,12275,7418,6474,8137,4050,6845,3095,5476,2449,2028,3387,1958,2105,669,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2966,1781,1290,1014,762,826,1353,1142,389,560,768,939,549,897,874,1236,1250,1313,777,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),1511,3615,1925,2606,1955,2075,981,944,1107,1242,1501,1502,1384,1347,2135,3434,2452,993,1161,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,24,23,14,14,14,14,14,14,14,14,14,--,--,--,--,--,--,
其他流动资产(万元),2841,2503,4478,821,768,351,3524,289,198,594,1118,720,286,--,--,--,--,--,--,
流动资产合计(万元),90157,49424,58432,35558,30255,25479,31913,33856,32671,27853,28643,45796,21823,20872,15215,19361,14099,8577,6417,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
