报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),54993,38444,39579,25334,38460,26692,25441,35561,29270,16697,12667,17826,29326,13571,13068,24019,34490,35947,27604,30445,33844,29226,29099,27182,36251,30142,9047,13145,9605,6926,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),68243,65332,69113,59890,52185,54582,54970,48368,37124,37502,31928,27875,22138,18651,17033,14470,10376,11602,10780,8515,6860,8234,8435,6721,4307,7136,5223,2089,1199,1750,
预付款项(万元),158,842,1019,647,340,227,396,326,247,321,370,176,182,454,346,619,108,166,312,792,550,575,424,424,259,618,728,368,960,12,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,11,--,--,--,--,--,--,16,49,20,--,40,316,299,238,92,483,352,304,94,634,520,318,29,116,61,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,3007,1980,4042,2228,5674,1770,2316,4738,2631,1971,2617,1164,1938,1046,1138,532,655,505,666,363,603,459,601,331,506,218,181,144,638,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
存货(万元),19,74,74,33,81,112,151,170,218,259,259,247,149,50,62,76,102,119,246,143,160,329,301,301,316,357,333,340,277,35,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1,6131,964,2537,59,4545,--,1704,--,3026,167,1265,36,1371,104,272,26,360,428,117,--,647,322,--,--,--,--,--,--,--,
流动资产合计(万元),125118,113830,112739,92484,93352,91832,82728,88446,71598,60453,47411,50026,52995,36075,31976,40892,45871,48942,40359,41031,42082,39709,39673,35749,41781,38789,15666,16184,12185,9361,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),4056,3948,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,--,--,--,0,--,--,--,0,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,5150,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),512,603,633,631,287,222,242,209,231,4907,13373,13351,12987,12942,12924,19385,12923,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),31252,--,28332,--,28121,--,24093,--,24000,--,7182,--,6697,--,1149,--,1075,--,944,--,934,--,922,--,945,--,--,859,793,--,
累计折旧(万元),4270,--,3487,--,2633,--,1943,--,1264,--,800,--,570,--,514,--,501,--,468,--,437,--,403,--,392,--,--,319,255,--,
固定资产净值(万元),26983,--,24844,--,25489,--,22149,--,22736,--,6381,--,6127,--,636,--,574,--,477,--,497,--,519,--,553,--,--,540,538,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
