报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),3884,6319,3382,8992,8059,7745,6433,12254,7989,12661,15204,25766,16180,18907,20541,26583,31213,28806,35873,31983,39805,42247,61454,88108,85061,81047,84823,88746,88387,91412,96938,104928,4618,4714,2333,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),6055,7138,5489,5018,6963,8765,7919,6680,8110,7283,7980,5580,7930,7017,6649,7278,10614,8848,8978,9107,14007,11771,10347,8119,9219,10614,10358,7355,11566,6353,4006,4126,5576,3848,4910,
应收账款(万元),18350,18756,19588,20212,18721,17406,19203,22284,20145,18467,18589,19629,17256,28240,28383,21826,16987,19064,17364,18608,16319,17190,17703,17833,17966,19060,19342,17422,17067,16234,18021,13993,8771,7499,6829,
预付款项(万元),707,701,1589,1700,1146,2687,2290,2222,1399,1455,1554,392,8450,23395,25668,17407,7217,5474,491,1318,1887,383,549,256,566,4456,3594,3531,485,1221,506,687,714,582,858,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,143,119,167,139,354,399,270,143,2136,1590,1151,588,2447,1780,1205,674,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
其他应收款(万元),--,966,748,1389,866,1045,1241,1641,1051,1802,2225,2029,1683,4301,1907,1451,1405,8815,1317,1399,1484,3332,1241,1562,1662,2208,2163,2312,2251,3293,2054,1860,1762,1851,1760,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
