报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),12667,38425,13740,16008,17371,14459,21334,22708,26422,24394,15051,11159,10387,12046,11542,12534,16033,19799,21870,24613,27470,27960,27674,28113,31082,32750,35388,37582,39148,43051,45573,48347,2011,2935,1811,1048,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,3000,2003,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),14863,14964,10588,12988,16533,18078,11721,9189,8820,12867,15260,16175,7927,12128,11578,11647,8730,6185,6476,4281,2918,3071,3533,2993,2652,4115,2553,1822,708,1759,3275,1386,513,3502,672,453,
应收账款(万元),26123,18985,21275,29123,27521,17301,24732,24918,31994,12976,18033,23125,25524,14625,13570,16503,17562,13765,15652,11521,10349,7578,8617,7817,7164,6489,6947,6313,5794,4264,5722,5741,5520,4216,3091,3416,
预付款项(万元),7106,2151,3516,3956,4664,1825,3080,2597,1662,2134,2579,3400,2686,2988,1739,2377,2406,2566,1156,582,1002,215,308,669,2141,1672,929,210,1399,1011,322,1458,220,134,22,203,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38,47,78,80,81,78,109,101,--,244,95,189,41,216,45,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),786,440,879,840,983,261,703,1068,940,350,1166,840,877,479,1078,1382,939,752,266,278,391,337,823,434,571,211,498,295,222,126,255,92,432,250,601,89,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),26309,23964,25377,22132,22352,22670,21947,22547,20041,24467,25148,27739,24068,19422,18787,19490,16370,15617,12284,10968,9981,11275,10724,10660,11209,10431,8598,8969,7700,7251,4682,4450,4594,2856,2710,1648,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),23462,4062,2773,2134,1753,1845,1873,2195,--,862,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动资产合计(万元),111318,102992,78146,87180,91176,76440,85389,85222,89880,78051,77237,82439,71469,61688,58294,63933,62041,58723,57751,52323,52192,50517,51756,50796,54922,55668,55157,55285,58160,59506,60043,61520,13290,13892,8908,6858,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),5791,5785,5370,5361,3000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产原值(万元),--,62520,--,49833,--,49850,--,41791,--,41440,--,33086,--,31825,--,29660,--,29098,--,19372,--,19291,--,15691,--,15466,--,12787,--,12638,--,9528,--,9157,6404,2275,
累计折旧(万元),--,16815,--,15158,--,13941,--,12678,--,11288,--,10653,--,9520,--,8671,--,7581,--,4741,--,4057,--,3443,--,2849,--,2135,--,1839,--,1440,--,1071,554,213,
固定资产净值(万元),--,45705,--,34675,--,35909,--,29114,--,30152,--,22433,--,22306,--,20989,--,21517,--,14631,--,15234,--,12248,--,12617,--,10652,--,10798,--,8088,--,8086,5850,2062,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产(万元),44630,45705,46798,34675,35084,35909,28589,29114,29453,30152,22487,22433,21748,22306,20708,20989,21070,21517,17399,14631,14945,15234,12052,12248,12504,12617,10487,10652,10746,10798,8493,8088,8506,8086,5850,2062,
在建工程(万元),13640,11504,10660,21851,21379,19617,26081,21648,20643,17610,15674,14675,13697,11362,8999,5643,3717,2581,6644,6357,6081,5909,8632,7446,5291,5037,5919,5223,4316,2784,4458,2408,910,702,60,1014,
工程物资(万元),380,395,450,505,546,535,530,514,483,495,580,481,295,138,116,105,102,78,82,72,46,46,52,57,61,81,79,101,159,152,318,214,53,52,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),8236,7254,7517,7529,7621,7696,7447,5051,5037,4078,3637,3645,3358,3390,5329,5312,2521,2547,2561,2009,2031,2053,2075,2097,2119,2141,1238,1246,1233,1240,1246,1253,1260,1266,450,460,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
商誉(万元),287,287,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,888,702,702,702,702,702,702,702,--,--,--,--,--,0,--,0,0,0,
长期待摊费用(万元),236,245,209,166,153,158,164,170,176,181,186,183,--,--,--,2,7,12,17,23,27,--,--,--,1,2,4,5,6,10,10,0,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),1030,1114,702,659,576,944,726,677,546,571,522,523,355,340,397,403,267,265,163,167,142,184,100,100,85,118,87,87,102,102,55,55,44,43,101,91,
其他非流动资产(万元),2259,2629,2049,2049,2049,2060,1899,8489,6181,5121,7995,5291,2481,2481,--,--,2800,2300,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
非流动资产合计(万元),76490,74918,74744,73785,71396,67908,66425,66651,63509,59196,52069,48221,42923,41006,36538,33442,31473,30289,27754,23961,23999,24128,23613,22649,20762,20698,17814,17317,16563,15086,14581,12018,10773,10150,6462,3627,
资产总计(万元),187808,177910,152890,160966,162572,144348,151814,151874,153389,137248,129306,130660,114392,102693,94831,97375,93514,89013,85505,76284,76191,74645,75369,73445,75684,76366,72971,72602,74722,74592,74624,73538,24063,24042,15370,10485,
短期借款(万元),3000,1000,15000,19200,19700,12700,22200,32200,32200,31200,20200,10000,3000,2500,1500,1500,--,--,--,--,--,--,--,--,400,400,--,--,--,--,--,0,4000,3500,1700,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
