报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),31368,44809,64064,53199,86485,89471,8525,7294,7036,10045,16988,9806,11925,17967,16192,16784,17601,19588,18163,21117,24695,24275,23222,24862,1380,3461,4759,2696,2501,1588,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,10,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),11494,16182,15292,16909,21023,21386,12232,14979,12862,13677,9830,9730,4867,7706,5345,8653,6653,8053,3138,5740,3625,7625,4351,5238,2403,4705,700,1238,810,8,
应收账款(万元),30440,26697,30072,25409,24997,22289,28053,28852,28348,27191,29222,23529,24526,17936,20711,16358,15419,13066,14992,11963,13268,10089,11353,9217,9666,8472,9041,7017,4190,3082,
预付款项(万元),17327,1275,1174,1144,1603,2096,2424,860,1186,867,1323,1295,1629,1105,728,585,1540,969,1954,1168,750,260,1977,1396,2367,414,916,1124,243,417,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
