报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),60788,61099,58888,67101,58121,66995,83291,86554,82611,82541,68746,81102,61781,75600,57792,80831,73609,88206,66653,62432,63980,83511,64519,78577,71915,84863,87766,95300,94089,90748,96124,97807,43137,37099,23858,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,33603,28361,18387,17456,32320,20917,19052,18108,32857,24807,19464,32959,45560,38362,24814,29822,41154,20597,26566,21763,39309,28026,22664,16511,19756,5536,2197,14571,38286,14631,23752,11434,5251,1177,
应收账款(万元),--,61931,75884,78351,80532,76813,85562,72899,67156,71195,79289,79854,82665,81821,88586,85438,86215,83263,90251,84335,85477,77408,93805,98554,98810,88720,104740,102246,99535,86612,99729,97018,68367,47444,31244,
预付款项(万元),21208,21641,42441,32069,33510,22960,31630,34017,34944,22767,50377,45151,51854,22669,52926,43740,35697,23184,54764,48654,46226,27235,47135,46575,42080,27999,24575,17070,16996,10195,12072,8153,14277,3036,8041,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,81,352,574,519,348,262,164,208,142,123,69,129,234,77,343,146,289,50,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,--,--,759,761,678,649,1286,1083,812,610,1626,1681,1666,1554,1761,500,634,2385,2399,2742,2643,5475,5473,5669,5555,4808,4552,4698,4733,333,323,126,128,443,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),48452,44581,37893,48331,53539,44885,47000,52749,49185,44268,38536,44420,44311,41393,40335,42626,44579,38879,39270,41525,37470,40319,37620,42386,42873,40904,44980,47423,41715,39758,39555,40013,30048,25135,19337,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),27263,24667,26627,26365,27601,30919,15772,7477,9646,5839,20126,12840,10520,16247,5345,1447,877,1535,1524,4283,6022,10387,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),271788,248960,272463,271937,272041,275917,285084,274197,262939,260421,282613,284526,285899,285190,284976,281001,271445,277144,275494,270594,263679,280813,276580,294229,277857,267796,272405,268788,271605,270332,262445,267065,167390,118093,84099,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),450,450,450,651,450,450,450,450,350,350,350,350,350,350,350,350,350,350,350,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),201,--,--,--,201,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),5846,5846,5805,5813,5748,5822,5604,5604,5836,5798,6393,6410,6349,6254,6014,6014,5916,5943,5815,6119,6313,6346,6611,6666,6543,6581,10450,10388,10264,10264,11158,7069,6672,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,188014,--,161769,--,164406,--,162641,--,159373,--,144700,--,138476,--,140984,--,138440,--,119815,--,118703,--,109910,--,108500,--,101276,--,94406,--,90331,84036,66477,--,
累计折旧(万元),--,84275,--,81372,--,80323,--,76726,--,70255,--,65707,--,64012,--,58103,--,52473,--,42549,--,38507,--,33939,--,29220,--,24743,--,20507,--,18418,14740,8637,--,
固定资产净值(万元),--,103739,--,80397,--,84083,--,85915,--,89117,--,78992,--,74464,--,82880,--,85967,--,77266,--,80196,--,75971,--,79280,--,76533,--,73899,--,71913,69296,57840,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-3516,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),--,103739,78818,80397,82260,84083,83530,85915,87834,89117,77989,78992,77274,77980,79373,82880,82577,85967,75725,77266,78180,80196,74202,75971,77288,79280,76404,76533,73936,73899,73929,71913,69296,57840,34028,
在建工程(万元),--,--,43236,38901,11102,8821,16441,3369,1498,2158,874,825,2919,3492,3402,3387,4327,1660,2745,2364,3198,3190,9006,5321,4812,8152,14799,12709,10099,8373,9623,12261,7400,3369,477,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),20814,20919,19918,20048,20178,20308,20363,20378,16243,16329,12189,12225,12110,12143,12219,10833,10900,10918,10918,10975,11042,7229,7152,7195,7237,7279,7295,7337,7378,7419,8855,10859,10193,6581,4485,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),14,14,14,14,14,14,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,14,14,14,14,14,14,14,14,14,14,14,14,--,--,--,--,--,
长期待摊费用(万元),14,16,18,20,22,24,10,20,121,39,101,71,69,79,77,105,--,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74,--,
