报告日期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),6563,11747,10891,8259,654,1072,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),729,1000,201,531,510,803,
应收账款(万元),8470,4098,4125,3316,2156,2297,
预付款项(万元),450,158,97,90,508,884,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),30,30,43,18,101,506,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),3731,3039,2648,2926,2998,2502,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),36,29,17,503,5302,1624,
流动资产合计(万元),20010,20101,18021,15644,12230,9687,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),525,--,--,--,--,--,
固定资产原值(万元),7695,6460,--,4601,4549,--,
累计折旧(万元),1051,864,--,542,216,--,
固定资产净值(万元),6644,5596,--,4059,4333,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),6644,5596,3950,4059,4333,181,
在建工程(万元),--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),32,34,37,37,20,22,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),97,92,53,77,132,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),121,50,49,35,44,46,
其他非流动资产(万元),1622,1482,276,--,--,4059,
非流动资产合计(万元),9042,7254,4365,4208,4528,4308,
资产总计(万元),29052,27355,22386,19852,16758,13995,
短期借款(万元),--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),1557,1218,704,1002,1225,637,
预收账款(万元),793,393,640,1371,2668,2302,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),276,859,177,653,489,428,
应交税费(万元),1336,533,311,1911,813,307,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),112,41,252,223,15,6,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),4074,3044,2084,5160,5209,3681,
长期借款(万元),--,--,--,--,1440,1800,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),113,106,55,84,85,100,
长期递延收益(万元),34,34,--,30,11,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),148,140,55,114,1536,1900,
负债合计(万元),4222,3185,2139,5274,6745,5581,
实收资本(或股本)(万元),7016,7016,3508,3333,3000,1000,
资本公积(万元),10715,10715,11904,9056,--,134,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1123,1123,491,266,1197,734,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),5925,5276,4315,1899,5793,6547,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),24790,24142,20220,14557,9988,8414,
少数股东权益(万元),41,29,27,21,25,--,
所有者权益(或股东权益)合计(万元),24830,24170,20247,14578,10013,8414,
负债和所有者权益(或股东权益)总计(万元),29052,27355,22386,19852,16758,13995,		
  
