报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),13667,7230,11381,8172,5339,8542,7634,4657,1664,7082,3157,4728,3426,30048,31121,40475,36322,45449,46575,51888,53856,59356,77775,66820,62554,1238,2378,10754,5235,1059,3432,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,1226,1626,17,--,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3669,10993,15466,13885,7619,11726,7250,6692,1833,4912,2472,1081,904,3161,5365,4456,3490,4241,4349,6300,10019,10718,5567,7548,12579,6387,4143,10744,7175,2595,270,
应收账款(万元),39395,38570,38664,40559,42519,42378,39862,38219,38814,38505,34316,35094,32392,38350,38721,33439,35022,33180,37105,41390,46377,46271,44751,36544,34818,33791,32171,22252,16350,12971,10029,
预付款项(万元),7008,5625,2857,2425,5684,2134,4240,2358,2515,1291,2890,2217,3732,1053,7111,2274,20633,19578,22159,14132,18517,14422,13388,13173,14774,9652,4304,3360,2998,1936,2268,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,3133,2868,2606,2345,3184,2779,2378,1983,1876,1389,896,414,--,--,0,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),19075,55,31,12,343,2,90,548,71,2641,43,338,103,95,398,129,326,326,299,74,206,258,396,392,588,299,248,262,237,502,465,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),60147,60512,62054,54766,51794,53372,49073,48014,50086,39322,46223,40128,48162,51862,41827,37903,37777,33798,33388,30040,28852,25811,27149,26258,21701,24446,22735,27913,20143,12265,6658,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
其他流动资产(万元),303,39,774,536,206,1893,2132,3416,4259,3966,5471,5271,5030,84,--,245,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
流动资产合计(万元),143265,123023,132453,121982,113521,120046,110330,103905,99243,97718,94571,88857,93750,127785,127412,121528,135914,139756,146654,146202,159810,158713,170413,151630,147429,75813,65978,75286,52138,31329,23122,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),917,812,812,812,812,1128,1078,1078,822,822,3072,2656,2656,2656,2260,2260,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),9961,10030,10037,10117,9897,9994,10047,10053,9882,9896,9936,9949,9470,7696,8147,7522,9031,6823,5873,5873,2551,2461,1211,1211,1010,10,10,10,10,10,10,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
固定资产原值(万元),--,168051,--,168189,--,167688,--,167502,--,160019,--,156190,--,113185,--,95027,--,87030,--,50291,--,41026,--,39754,--,--,38557,36851,32262,--,--,
累计折旧(万元),--,49325,--,44530,--,41315,--,37148,--,33469,--,29062,--,24883,--,22076,--,18897,--,16707,--,14902,--,13093,--,--,9556,8695,6306,--,--,
固定资产净值(万元),--,118726,--,123659,--,126372,--,130354,--,126550,--,127127,--,88301,--,72951,--,68133,--,33584,--,26124,--,26661,--,--,29002,28156,25956,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,158,--,236,--,812,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
