报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),30698,34263,38786,37635,30681,25906,38617,44650,45966,51248,48483,66881,68373,75352,86629,8740,12349,11760,13576,12332,14147,17899,20195,23889,27463,36808,36596,38090,41461,39079,40180,38193,38730,40750,5709,2102,3006,2473,2288,989,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,
应收票据(万元),1994,2673,4331,4234,3276,1982,2151,2321,1773,1908,912,740,723,343,418,884,884,440,1792,908,1358,1381,1332,611,805,598,201,20,41,60,0,10,8,--,0,0,0,0,97,36,
应收账款(万元),37159,39165,29424,20877,23033,20465,14013,13726,18280,22580,29175,15479,12953,14004,13523,13563,15762,16769,17806,17420,16499,14323,13525,13153,12999,10483,10290,7493,3246,3287,3178,2907,2326,2786,3062,3464,2858,2710,2868,2812,
预付款项(万元),2417,2444,1212,1484,1050,1399,1066,2632,7363,2124,1818,2594,1813,2007,1204,2955,2767,2550,1985,2219,1379,3234,455,833,454,619,4480,5942,5079,5060,2844,130,1723,208,216,140,101,48,43,129,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,
