报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),22599,10005,7529,5838,7137,5773,8722,1186,1238,1897,1580,1610,1142,7385,3369,2125,1773,8074,719,2161,9488,6772,51832,60565,59207,15269,21116,14583,11909,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),43075,46212,41419,44655,38203,39684,33827,30833,36925,33404,34088,36019,41099,43221,43630,38883,33649,31350,34136,25997,20270,9784,10719,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),20558,17168,15042,14528,13477,11579,12002,11222,6455,8171,8061,6400,5892,6412,8343,10634,9981,7627,12778,6637,8403,6739,8464,10404,4071,4131,5220,2248,1671,
应收账款(万元),50895,49333,46512,47814,48245,47713,45613,50086,46496,42568,43798,47032,43353,42622,35468,35782,39955,42348,34687,38191,38915,36882,32849,30786,34596,32239,23641,19960,12825,
预付款项(万元),7598,5216,6756,3441,6117,4363,3943,3281,4919,4534,4163,2854,4035,4605,4247,4168,3303,4031,3914,3961,4955,3350,2497,2188,2117,2432,2227,2160,2357,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,0,20,--,--,--,--,--,1,--,--,--,0,--,--,--,7,8,88,72,345,30,--,--,--,--,
应收股利(万元),--,--,--,37,--,--,--,--,160,160,160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,154,
其他应收款(万元),1638,1673,1534,1050,1433,1458,1195,1013,1148,1050,1155,1002,1000,1104,957,780,894,1074,1068,902,1334,1269,1112,1344,1162,679,636,389,875,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),97605,85979,71965,60618,56157,52701,45179,41499,41068,39337,37528,34164,33501,34272,40843,42578,39502,37396,39850,42265,38825,41313,47994,48825,48082,46576,41021,29003,17947,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),14016,14262,19052,19610,17787,17758,33493,34210,34199,34482,34825,35040,35144,28917,35062,37939,38746,31818,39068,46401,38822,49022,40,190,6,2,143,142,167,
流动资产合计(万元),257982,229850,209809,197591,188555,181048,183974,173331,172608,165602,165357,164122,165165,168538,171918,172889,167805,163718,166222,166521,161021,155218,155580,154648,149270,101327,94004,68484,47904,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3508,3408,2791,2726,1126,526,526,526,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),27318,27979,27821,26617,26397,23956,23298,23463,18323,18737,17790,16193,9812,9452,5735,5845,5391,4838,3213,3186,2918,2754,2768,2683,2322,2375,2317,1997,1313,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),804,814,824,834,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,34304,--,33909,--,31153,--,30174,--,29043,--,27861,--,26559,--,25435,--,16296,--,16163,--,15857,--,14229,--,13998,13866,--,--,
累计折旧(万元),--,13964,--,12980,--,11872,--,10857,--,9948,--,8982,--,8264,--,7390,--,6827,--,6355,--,5901,--,5315,--,4747,4180,--,--,
固定资产净值(万元),--,20340,--,20929,--,19281,--,19317,--,19095,--,18880,--,18295,--,18045,--,9469,--,9808,--,9956,--,8915,--,9252,9686,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),20259,20340,20523,20929,20692,19281,19081,19317,19603,19095,18432,18880,19292,18295,17889,18045,16464,9469,9688,9808,9776,9956,10118,8915,9029,9252,9686,10199,10784,
在建工程(万元),240,--,--,--,3,3,--,--,--,--,568,556,70,267,346,214,127,6239,5965,5282,2235,1880,909,2032,1134,564,312,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6717,6818,6919,7036,6162,6260,6247,6335,6424,6513,4053,4079,5618,5715,5813,5911,5451,5546,5623,5718,5798,5892,5990,6085,6184,6283,6481,1627,1631,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,276,--,
商誉(万元),6107,6107,6107,6107,6107,6107,40,40,40,40,40,40,40,40,40,40,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),83,107,132,157,173,112,105,116,55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
