报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),6542,7439,12988,8662,12724,6418,6334,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),518,479,352,288,95,57,50,
应收账款(万元),10191,9631,4644,5058,4371,3945,4730,
预付款项(万元),326,307,280,230,476,330,259,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),23,17,12,31,23,23,17,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),398,467,391,536,451,498,568,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),12577,12165,12567,14740,13664,11449,9384,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,240,151,276,260,
流动资产合计(万元),30575,30504,31236,29785,31955,22995,21600,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),2,2,2,2,2,3,3,
固定资产原值(万元),--,5726,5623,--,--,--,--,
累计折旧(万元),--,4011,3818,--,--,--,--,
固定资产净值(万元),--,1715,1805,--,--,--,--,
固定资产减值准备(万元),--,46,47,--,--,--,--,
固定资产(万元),1613,1669,1759,1900,2080,2106,2276,
在建工程(万元),--,--,--,--,--,26,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),989,923,998,987,992,1009,1053,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),52,51,62,63,123,297,522,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),1085,1107,1099,932,976,994,947,
其他非流动资产(万元),403,401,340,--,--,--,--,
非流动资产合计(万元),4143,4153,4260,3883,4172,4434,4801,
资产总计(万元),34719,34658,35496,33669,36127,27430,26402,
短期借款(万元),--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,
应付账款(万元),3435,3314,1772,3685,2375,3256,2876,
预收账款(万元),1117,1359,2830,2230,4047,3130,1762,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),284,255,1091,390,1188,1029,1026,
应交税费(万元),255,716,516,522,685,441,788,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,4024,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),431,448,504,485,490,488,449,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),1959,1904,2318,1912,2288,2169,2304,
流动负债合计(万元),7482,7997,9030,9224,15097,10513,9205,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),272,273,333,372,267,268,239,
预计非流动负债(万元),130,130,130,130,130,201,132,
长期递延收益(万元),--,--,--,--,--,--,--,
递延所得税负债(万元),3,4,4,4,4,2,2,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),405,406,467,506,401,471,373,
负债合计(万元),7888,8404,9497,9730,15498,10984,9578,
实收资本(或股本)(万元),10810,10810,10810,10810,10810,9755,5000,
资本公积(万元),2484,2484,2484,2484,2484,--,4440,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
