报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),391965,242670,204011,229728,220865,241615,193196,200269,352485,193040,179356,180409,165996,156861,152545,169739,159847,160066,153990,146423,71054,66402,47687,48262,46686,55931,45007,35377,37324,8528,23674,27387,20132,25192,18354,21287,18139,19246,4813,6448,2445,5795,5178,1628,2967,6213,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收票据(万元),21435,12309,9595,13044,18979,9607,7691,8060,9153,8469,7562,8415,8819,10499,7454,5224,18111,10501,9700,7410,1582,2812,2340,2564,2049,2601,1198,1390,1130,147,198,247,268,120,109,234,75,98,31,146,183,482,25,255,15,300,
应收账款(万元),118972,111712,109169,124889,90510,95354,99457,99267,84836,85102,83690,65465,15813,12691,16772,23258,14731,11528,11915,24167,12887,14539,17177,20912,15621,9540,18670,30739,22191,5303,7171,12571,15697,10314,19091,20584,15798,16642,23079,23916,19992,20361,25483,28315,21440,17301,
预付款项(万元),49163,51479,74555,48668,61321,39200,72010,44986,31889,25653,12892,17889,8278,9496,64066,21649,25817,22636,25100,24778,10004,10635,4764,5907,5411,3321,2988,2266,10485,3178,2503,3128,2290,3425,3945,3861,5035,3620,9048,9551,9236,8154,9924,9887,9902,9483,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
