报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),29685,29336,32652,48467,13694,16671,23145,13046,20856,15099,13405,9868,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,237,506,50,--,--,--,--,25,--,--,--,
应收账款(万元),22095,18027,15634,13260,13434,11709,10649,9670,8202,7795,6116,4000,
预付款项(万元),1783,1208,1265,1046,2010,1508,979,1133,843,812,328,111,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3188,2647,2323,2388,2420,2259,2195,1788,1935,1145,749,550,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8078,5884,5888,4306,5110,4577,3971,4844,3748,2746,2553,1827,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),10000,10000,10013,11,10,3,--,346,49,--,--,--,
流动资产合计(万元),74829,67338,68281,69528,36678,36726,40939,30828,35658,27597,23152,16355,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1126,1171,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,4328,--,4260,4105,4034,3612,--,--,--,--,--,
累计折旧(万元),--,2859,--,2603,2477,2353,2126,--,--,--,--,--,
固定资产净值(万元),--,1469,--,1657,1628,1681,1486,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1611,1469,1575,1657,1628,1681,1486,1270,1488,1404,1018,832,
在建工程(万元),--,--,--,--,--,--,--,--,--,30,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),192,169,188,205,230,216,225,247,250,259,326,251,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1,1,1,1,4,14,53,87,166,188,254,354,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2137,2203,2119,2317,1943,1971,1763,1063,1336,1156,280,176,
其他非流动资产(万元),340,340,386,386,386,364,241,124,--,--,--,--,
非流动资产合计(万元),5408,5352,4269,4567,4191,4246,3769,2791,3241,3037,1878,1613,
资产总计(万元),80237,72691,72550,74095,40869,40973,44708,33618,38899,30634,25030,17968,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),4140,3532,3887,3875,3165,2933,2779,3033,3207,3046,2313,1403,
预收账款(万元),19745,14147,14573,11673,11630,11872,12294,8635,11468,7466,3491,2149,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1252,1975,1454,3930,1122,1723,3601,1389,2549,2145,1133,692,
应交税费(万元),1748,2310,2947,4657,1957,1834,3319,1334,2510,2193,1379,750,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1468,335,317,234,207,100,110,225,91,85,116,52,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),49,97,356,195,196,196,250,301,301,301,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),28401,22395,23534,24564,18277,18659,22354,14917,20126,15236,8432,5046,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1002,902,829,1066,1114,1163,1261,1112,1263,997,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,1477,840,
非流动负债合计(万元),1002,902,829,1066,1114,1163,1261,1112,1263,997,1477,840,
负债合计(万元),29403,23297,24363,25630,19390,19822,23615,16029,21389,16233,9908,5886,
实收资本(或股本)(万元),8000,8000,8000,8000,6000,6000,6000,6000,6000,6000,6000,6000,
资本公积(万元),24225,24225,24225,24225,3350,3350,3350,3350,3350,3350,3350,3350,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1910,1910,1910,1910,1425,1425,1425,984,984,566,558,264,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),16698,15258,14187,14383,10674,10283,10132,7016,7176,4485,5214,2468,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),50833,49394,48323,48518,21449,21058,20907,17350,17510,14401,15122,12083,
少数股东权益(万元),--,--,-136,-54,29,93,187,239,--,--,--,--,
