报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),55960,59875,56292,64768,62437,72897,39051,53254,136425,64659,69226,62170,95128,73021,70720,54511,46623,42078,40201,42905,45273,50065,74255,42669,41417,48227,53486,40042,47965,108602,18443,17380,18528,11053,10527,12281,6904,19855,23164,24832,23953,17650,8868,11122,9476,9050,3422,6117,
结算备付金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
交易性金融资产(万元),63,103,147,225,--,649,876,288,150,313,169,80,--,449,219,145,684,645,476,--,109,159,76,25,0,10,29,21120,21020,28,137,95,39,3,0,12,79,366,--,0,101,1100,0,0,--,0,0,0,
衍生金融资产(万元),0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收票据(万元),4159,3482,3173,4233,5119,3250,3172,1638,1971,2090,1891,1126,1343,1643,1287,1516,2215,3919,3941,3695,3863,3161,2813,1926,2415,5242,8611,6531,3107,1739,3824,3822,4873,895,861,1253,295,345,613,2403,2575,2538,1477,523,665,565,449,356,
应收账款(万元),55421,53304,53946,51148,47156,46127,38741,43470,40149,38332,33341,34897,36621,31816,33441,35821,34477,33809,30274,30420,26097,27141,23373,22666,20211,23492,20685,22831,25776,23374,19177,20252,15631,15667,13691,13689,12365,8440,8486,10129,9121,9352,7667,8749,7837,6497,4815,2939,
预付款项(万元),10837,10911,7843,9765,11335,11941,10344,6658,4756,6255,4533,7063,5960,8497,5228,13459,11431,6648,5262,2936,7204,5483,5736,13322,10197,12937,12698,14811,15742,13988,6845,15513,14012,16931,8088,13550,10852,5235,7080,3209,4901,1806,2206,2598,5571,2690,1699,2946,
应收保费(万元),0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收分保账款(万元),0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收分保合同准备金(万元),0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收利息(万元),17,198,17,191,2203,1759,1109,584,93,128,128,347,217,228,203,373,143,187,166,291,348,367,463,251,182,4,52,--,10,--,46,56,87,29,29,22,51,--,104,--,0,--,53,0,--,0,0,0,
应收股利(万元),0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
