报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),23753,18236,36108,19735,11695,19162,31794,20871,28264,27893,33481,22752,26280,3590,16887,14255,13726,12305,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),68,64,--,45,85,279,350,34,173,137,160,58,47,90,--,--,59,116,
应收账款(万元),60864,55138,44767,53794,56186,46749,31297,30234,26556,24053,22330,22550,23348,20786,18046,17720,13856,10062,
预付款项(万元),1995,1728,1734,1337,1085,2358,1154,764,324,322,287,627,213,437,317,90,223,838,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),6566,5021,4174,5948,5170,5934,4534,4608,4073,4141,3501,3213,2078,2267,1980,2347,2181,2167,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8606,10677,8982,7311,7457,6449,4427,3885,3618,3424,3256,4744,3830,3236,2589,1378,2082,2015,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,3,3,--,--,--,--,--,
其他流动资产(万元),1913,7424,3010,3416,6714,15451,5015,--,1166,7600,10301,--,--,5750,--,--,156,--,
流动资产合计(万元),103766,98289,98775,91585,91892,99882,78571,60395,64175,67571,73315,53946,55799,36157,39819,35789,32283,27503,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),21860,21860,16600,11600,6350,1350,1350,850,700,1200,700,200,200,200,200,200,200,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),1500,1500,1500,1500,1500,1500,1500,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),7132,4302,4217,3959,682,2210,701,4951,638,156,163,405,324,400,400,72,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),358,364,369,521,380,386,391,397,402,408,414,419,425,430,436,--,--,--,
固定资产原值(万元),37867,--,37319,--,35981,--,27833,--,9991,--,9698,--,9661,--,9204,6753,--,5116,
累计折旧(万元),7177,--,6298,--,5768,--,3296,--,2440,--,2139,--,2103,--,1826,1996,--,1023,
固定资产净值(万元),30690,--,31021,--,30213,--,24537,--,7550,--,7559,--,7558,--,7377,4757,--,4092,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),30690,30669,31021,30067,30213,29603,24537,9453,7550,7549,7559,7421,7558,7394,7377,4757,4089,4092,
在建工程(万元),5744,4493,3540,1482,1345,1155,903,11680,9279,6724,5693,4434,3234,1633,497,3142,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2061,2180,2315,1700,1508,1606,654,651,596,730,502,513,503,521,526,584,67,44,
开发支出(万元),1203,362,--,496,--,--,--,117,--,--,--,20,--,--,--,--,--,--,
商誉(万元),110800,110800,110800,109294,106475,104890,3125,2350,112,112,--,--,--,--,--,--,--,--,
长期待摊费用(万元),139,51,52,59,65,59,--,79,84,1,2,--,--,4,5,9,--,12,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),916,808,708,664,751,620,507,414,385,522,498,454,419,360,360,297,170,85,
其他非流动资产(万元),--,--,--,--,493,1490,1073,--,3600,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),182403,177388,171124,161343,149762,144869,34742,30943,23346,17402,15530,13866,12662,10943,9802,9060,4526,4234,
资产总计(万元),286169,275677,269899,252928,241654,244750,113313,91338,87521,84973,88845,67813,68461,47100,49621,44849,36808,31737,
短期借款(万元),27300,19800,10000,13130,4130,300,600,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),162,83,189,258,324,260,30,--,116,278,379,--,68,399,793,183,576,655,
应付账款(万元),17421,13532,15953,14851,15065,12741,10747,4615,4446,4315,7291,5064,5971,4113,5671,6444,4834,4456,
预收账款(万元),9787,11711,17206,11925,14838,12401,9739,4139,4330,4605,5443,2286,2894,4653,3753,2690,2730,1473,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1810,1729,5016,2581,2305,1751,1590,187,118,121,936,96,122,120,997,826,605,596,
应交税费(万元),3023,2919,4292,2260,1963,1099,2010,1523,1346,1099,1661,1230,1206,701,1604,2025,641,1501,
应付利息(万元),37,29,18,113,6,--,1,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),39,--,--,4,55,31,31,31,31,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),8257,8738,7979,13398,10506,11755,10794,13074,13328,10713,11083,635,873,562,612,726,508,712,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),67837,58540,60653,58519,49192,40338,35543,23569,23716,21130,26794,9311,11134,10547,13431,12893,9893,9393,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1062,1064,2064,2136,2136,2136,2136,2568,2568,2501,2120,2050,2050,1850,1705,1248,852,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,678,
非流动负债合计(万元),1062,1064,2064,2136,2136,2136,2136,2568,2568,2501,2120,2050,2050,1850,1705,1248,852,678,
负债合计(万元),68898,59604,62717,60655,51328,42474,37679,26137,26284,23631,28914,11361,13184,12397,15136,14141,10745,10070,
实收资本(或股本)(万元),48560,24280,24280,24295,24295,24295,21100,21100,21100,7007,7007,6800,6800,5100,5100,5100,5100,5100,
资本公积(万元),119848,143055,149963,149553,148933,148585,27374,26207,25119,35905,34687,24095,24095,5741,5741,5703,5703,5712,
减:库存股(万元),5635,6196,18136,20911,20911,9775,9775,12368,12368,10375,10375,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4152,4152,4152,3571,3571,3571,3571,3025,3025,3025,3025,2494,2494,2494,2494,1988,1513,1026,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),47221,47950,43533,34527,31056,32292,30217,26508,24154,25565,25514,22995,21815,21299,21077,17845,13747,9829,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),214146,213241,203791,191035,186945,198969,72487,64471,61029,61127,59858,56385,55204,34635,34412,30637,26064,21667,
少数股东权益(万元),3125,2832,3391,1238,3381,3307,3147,730,207,215,73,67,72,68,72,72,--,--,
所有者权益(或股东权益)合计(万元),217271,216073,207182,192273,190326,202276,75634,65201,61236,61342,59931,56452,55277,34702,34485,30708,26064,21667,
负债和所有者权益(或股东权益)总计(万元),286169,275677,269899,252928,241654,244750,113313,91338,87521,84973,88845,67813,68461,47100,49621,44849,36808,31737,		
  
