报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),36039,24967,30232,24569,22486,30619,30304,35183,43123,30753,41462,20223,33744,15159,12751,19633,44768,11624,31806,21148,15151,16448,10384,20990,16182,21213,13575,20289,13478,29446,24191,148415,55124,30654,13332,16699,9221,17757,11482,17042,14244,6874,4760,12679,16171,10950,9556,7374,4906,7383,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
交易性金融资产(万元),173417,2,--,--,--,--,949,863,856,844,1146,1575,--,--,--,--,3,7,0,1,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,3,--,--,--,--,1439,829,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
应收票据(万元),8735,13419,11025,10494,5734,7008,4686,4328,5497,7729,8936,8947,8096,14057,12205,6747,7409,18426,15936,10995,11952,18638,19753,12433,9676,13598,18061,20533,12503,27838,26518,20627,11831,4750,10704,6511,6960,6981,8400,6761,3055,2673,3679,3714,4953,3735,887,3060,789,3272,
应收账款(万元),15747,24152,28742,24595,22788,20410,21198,17985,17207,15317,19453,16815,16101,17175,15066,24676,16863,17324,24062,18411,18700,13665,17633,15286,12178,12528,15198,16406,15554,12072,19411,19835,14282,8840,11153,13459,16787,13613,16028,16400,15322,13403,16848,13883,14629,9227,12796,9935,10598,6398,
预付款项(万元),33586,22295,7430,23910,18209,10179,15352,12915,14998,17419,22195,19882,14838,16045,24524,17167,26903,19535,23265,17583,25476,6940,27975,20267,16639,8897,30640,30255,35643,30236,50771,11494,22372,35534,12842,7161,11430,19264,12488,16028,12342,11732,9927,19481,22817,10412,18110,6036,14905,14056,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,278,355,92,92,34,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,0,0,
应收股利(万元),--,--,--,982,--,--,--,1351,--,--,--,4949,--,--,953,--,1004,--,--,4069,--,--,--,1934,0,0,--,3936,--,--,--,--,--,--,--,0,0,0,--,272,2375,--,--,0,--,--,--,--,0,0,
