报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),56939,53020,65233,135255,117323,126580,179598,184136,71190,66620,71077,182218,159475,192672,304349,63506,19286,16782,20264,20412,17789,18072,24203,24783,17312,22720,22275,32156,40872,37509,16404,22697,33552,15408,23856,32195,25942,27108,26252,33096,25569,30384,30290,34847,35682,31644,29788,35011,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80,75,72,75,71,1068,78,85,95,96,88,347,231,106,638,1269,941,1740,2313,2843,3592,3257,1435,3179,2830,1103,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
应收票据(万元),1657,687,728,639,31544,31834,21551,24968,2728,2407,504,1383,1668,135,64,907,13857,7507,5892,7780,6857,8200,6467,8656,6104,5670,4516,7704,5421,4840,4865,4737,4705,5599,5550,4248,4519,4258,4167,3994,5395,4086,4296,3736,2310,3095,2225,5121,
应收账款(万元),63406,57606,60795,69445,222431,217850,227611,260545,273786,235784,211723,175050,131404,118782,103272,97250,44914,49492,44534,42806,45363,46708,42874,39126,45782,47409,46389,39344,28853,30178,29318,24823,29827,28834,26583,24030,31240,30852,26775,26917,35245,35884,34627,31765,43773,43767,40428,35745,
预付款项(万元),9973,10490,7005,7294,18396,19352,17885,16667,43982,15228,22852,24994,27233,5038,5057,965,1101,1437,1048,1293,1230,1410,1183,1551,1775,1544,1121,940,462,370,978,647,698,590,401,369,2307,2104,4483,3003,1566,1945,1501,2649,737,1863,2201,3121,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
