报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),13042,11085,53888,3351,5021,9041,2308,1286,5,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),803,3087,1727,5342,1100,1626,1842,343,109,
应收账款(万元),17960,14925,15735,10839,12823,9472,6203,3653,521,
预付款项(万元),2669,1244,2357,746,512,2119,239,1051,1182,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),731,624,136,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),100,84,74,88,67,37,16,4342,11,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),19037,16957,16651,14450,16762,13708,3987,2875,1209,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),71878,66730,26108,1971,2083,1003,668,--,127,
流动资产合计(万元),126221,114735,116676,36788,38368,37007,15263,13551,3163,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4000,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,61607,--,55589,45083,41361,--,--,--,
累计折旧(万元),--,12079,--,9440,7158,5170,--,--,--,
固定资产净值(万元),--,49527,--,46149,37925,36191,--,--,--,
固定资产减值准备(万元),--,0,--,--,--,--,--,--,--,
固定资产(万元),53057,49527,47408,46149,37925,36191,24859,5500,1167,
在建工程(万元),4487,6934,3245,3376,7951,2841,5028,781,467,
工程物资(万元),358,397,624,450,603,786,391,--,--,
固定资产清理(万元),5,5,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),6333,6358,6387,6426,6498,6576,4925,1135,1175,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),1256,1256,--,--,--,--,--,--,--,
长期待摊费用(万元),245,265,285,305,345,280,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),136,136,130,130,256,147,91,100,26,
其他非流动资产(万元),350,--,6,--,--,--,155,--,--,
非流动资产合计(万元),70227,64878,58085,56836,53577,46821,35449,7515,2835,
资产总计(万元),196448,179613,174761,93623,91945,83828,50711,21066,5998,
短期借款(万元),15000,1700,--,--,--,2000,1000,1500,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),1078,959,350,--,271,1808,9,500,--,
应付账款(万元),11127,8797,8860,7499,7098,8873,5614,2201,472,
预收账款(万元),49,11,--,1,1,--,--,201,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),469,340,232,453,387,490,295,208,78,
应交税费(万元),1288,771,114,658,1122,671,872,501,16,
应付利息(万元),10,5,--,29,97,103,123,16,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),238,1384,585,53,66,52,63,37,2185,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,7673,3711,4000,2500,1500,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),29259,13967,10140,16366,12753,17997,10475,6663,2751,
长期借款(万元),--,--,--,15768,22479,14000,10000,4519,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1004,1032,1060,1088,1102,1108,1117,--,--,
递延所得税负债(万元),88,88,101,101,51,56,40,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),1092,1120,1161,16956,23632,15164,11156,4519,0,
负债合计(万元),30351,15086,11301,33322,36385,33162,21631,11183,2751,
实收资本(或股本)(万元),10667,10667,10667,8000,8000,8000,8000,3913,3500,
资本公积(万元),112654,112654,112648,12484,12484,12484,12416,2067,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),3953,3953,3953,3953,2778,2778,859,390,--,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),36979,35259,33966,33533,29856,24590,7805,3513,-253,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),164252,162532,161234,57969,53118,47852,29080,9883,3247,
少数股东权益(万元),1845,1995,2226,2332,2442,2815,--,--,--,
所有者权益(或股东权益)合计(万元),166097,164527,163460,60301,55560,50666,29080,9883,3247,
负债和所有者权益(或股东权益)总计(万元),196448,179613,174761,93623,91945,83828,50711,21066,5998,		
  
