报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),40027,30196,19835,23924,21336,30911,20257,29466,25742,24050,27712,23475,32549,22471,19578,36004,26378,33330,48213,67587,47723,43239,47576,65548,34354,37820,84512,63017,53404,80942,8309,6358,7446,4892,8865,18969,18631,8873,10012,9449,12183,18402,13695,6895,6351,5370,4452,6772,6511,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),59743,30273,42466,47033,34339,36687,70014,93816,55370,34233,27831,40680,54335,45772,55672,69606,75049,41107,107849,78651,77728,82166,61001,95144,56999,78482,98916,92106,66385,85789,4307,3498,2073,3405,3470,4713,1262,3869,7816,3630,4348,3558,4901,4386,2990,2701,2349,3642,4125,
应收账款(万元),74844,75504,71917,66166,71583,60856,54969,76953,133120,30877,46413,28342,21799,39429,26494,18487,23162,35474,25316,22214,20081,19068,17093,16959,20148,19924,8660,12991,14694,18597,5155,5252,5373,4762,4679,6156,4696,5405,7783,8386,9714,12612,9838,5866,10291,10698,13270,12597,19330,
预付款项(万元),7431,8017,6416,10898,7661,7454,4871,6903,5985,3568,5116,3820,4895,4263,8783,4810,5306,4281,4812,7085,7203,11371,7358,10006,19952,9481,7935,48685,14356,15427,5844,6789,5636,11676,8633,7600,8291,9817,9764,10667,7858,9735,9373,7828,5967,6064,4786,4245,2965,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,2311,3143,3344,3291,5898,5646,3694,20493,11824,9253,6906,1024,2684,2592,1936,1949,1504,1607,1504,1303,2201,2321,1790,1620,1583,1254,734,325,448,707,728,520,869,627,637,404,694,995,810,484,836,785,591,846,1427,917,1214,1321,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
