报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),65473,48672,30454,18759,17933,12653,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),18352,13135,28411,24304,14454,9574,
应收账款(万元),36094,40233,32856,23568,21401,11338,
预付款项(万元),833,646,614,950,1076,812,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),1799,1764,1646,1202,1447,1497,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),70262,68216,67246,71623,69616,62426,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),1451,1743,395,2645,110,695,
流动资产合计(万元),194265,174409,161622,143050,126039,98995,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),1994,2505,2861,5150,4650,4600,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,1413,
固定资产原值(万元),--,84143,78520,--,--,--,
累计折旧(万元),--,47641,44889,--,--,--,
固定资产净值(万元),--,36502,33631,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),36481,36502,33631,34281,31253,30286,
在建工程(万元),5288,5046,4199,2287,5654,4910,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,72,299,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),9220,9322,9527,9660,9984,20715,
开发支出(万元),7,7,--,174,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),887,--,11,52,93,69,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),723,818,648,359,400,562,
其他非流动资产(万元),2724,2324,2324,2334,2072,842,
非流动资产合计(万元),57324,56524,53201,54297,54180,63696,
资产总计(万元),251588,230933,214822,197347,180218,162691,
短期借款(万元),21297,18839,22384,43318,45947,51985,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),13708,10962,9429,6453,2736,4442,
应付账款(万元),62901,55430,48457,46809,41224,34242,
预收账款(万元),2576,1859,3143,4553,4265,3713,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),2879,2529,2849,1131,923,1199,
应交税费(万元),4195,4633,3673,2816,5911,2780,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),32709,33192,33067,28077,32465,31930,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),1750,5200,4700,1900,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),142015,132644,127703,135057,133471,130291,
长期借款(万元),5500,5500,6500,4700,6600,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),1230,1358,1344,1721,2101,2441,
递延所得税负债(万元),57,58,67,53,45,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),6787,6916,7912,6473,8746,2441,
负债合计(万元),148802,139560,135615,141530,142217,132732,
实收资本(或股本)(万元),11829,11829,11829,11829,10219,11337,
资本公积(万元),33384,33384,33384,33384,1036,318,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),3144,3144,3144,898,2456,1748,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),54359,42944,30759,9706,24290,16556,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),102787,91372,79207,55817,38001,29959,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),102787,91372,79207,55817,38001,29959,
负债和所有者权益(或股东权益)总计(万元),251588,230933,214822,197347,180218,162691,		
  
