报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),92927,110337,135181,88829,75586,77294,59208,39772,41467,63248,88863,98128,144828,60156,66420,67953,43460,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),53738,42196,71214,56616,44163,38067,31895,46508,41731,39698,21721,38090,29944,29213,45153,36705,37632,
应收账款(万元),1608,1557,1203,1600,1630,1874,1734,1893,1433,2016,1555,1667,1795,622,2551,2885,2702,
预付款项(万元),286,495,676,95,194,235,617,319,80,1505,407,3951,2240,1964,3193,2665,2676,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),217,215,210,440,407,272,259,603,414,448,284,152,425,998,1122,1135,470,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),191171,180691,180012,168410,168670,163506,167581,154487,154605,150354,149461,138535,135875,127934,112721,90806,68789,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),195902,170357,170239,139000,128635,119000,119000,110000,80000,70178,69800,40000,108,87,4,185,594,
流动资产合计(万元),535850,505850,558734,454991,419286,400249,380294,353581,319729,327446,332091,320523,315215,220974,231165,202334,156323,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),6306,6398,5816,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),173774,--,164074,--,164205,--,159362,--,153026,--,129209,--,127415,108812,99754,--,--,
累计折旧(万元),54861,--,50265,--,47396,--,42906,--,38566,--,34787,--,31120,27845,23506,--,--,
固定资产净值(万元),118913,--,113809,--,116809,--,116456,--,114460,--,94422,--,96295,80967,76248,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),118913,112771,113809,116449,116809,117940,116456,113501,114460,93024,94422,95625,96295,80967,76248,71700,63188,
在建工程(万元),40256,40367,33162,31683,24483,19434,19505,16951,15317,32912,26590,22825,18686,26333,16329,4160,1983,
工程物资(万元),4521,4643,4643,4643,4643,4643,4643,4643,4643,4643,4643,2819,2819,2996,3028,242,243,
固定资产清理(万元),3622,3721,3721,2988,2988,2767,2767,2685,2685,2685,2941,2767,2767,2767,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),43151,42159,42417,42242,38444,34777,34995,35282,35431,29361,29455,24969,25040,25341,27562,21400,14819,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),87,95,107,119,132,144,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2318,2333,2336,3208,4109,3691,3827,2571,2632,2238,2396,2324,2292,2074,1715,1159,951,
其他非流动资产(万元),9589,3531,2890,4160,7118,8841,6518,6552,6188,14916,5123,6860,4710,4710,3710,7412,6743,
非流动资产合计(万元),228763,216018,208901,205493,198726,192238,188711,182184,181356,179779,165571,158189,152609,145189,128592,106074,87928,
资产总计(万元),764612,721869,767636,660484,618011,592486,569005,535765,501085,507225,497662,478713,467824,366162,359757,308408,244251,
短期借款(万元),--,--,--,--,--,--,--,--,--,2000,8000,8000,20000,18000,29600,33600,28600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),34345,35959,39846,33905,22191,17693,24045,25945,29271,31010,34966,28927,21882,25208,39304,28667,39970,
应付账款(万元),27507,19821,24256,17511,25128,27669,19702,14584,16289,16944,18943,14580,23349,18840,20092,19936,16066,
预收账款(万元),58559,48427,85601,54697,45046,36028,44381,18678,22859,20350,21327,14759,17255,17010,27670,26588,8136,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1417,1148,4095,1622,1193,868,3080,1769,1145,518,2378,365,582,757,758,920,721,
