报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),59208,39165,58243,84112,23027,33040,19968,27076,24241,22279,24582,27238,19982,19742,56589,18144,19554,18785,11112,17935,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,176,--,--,--,--,338,--,15,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3183,2652,1675,8817,4134,1984,993,4036,5361,1688,2069,4065,4525,1409,1007,1162,1619,261,231,446,
应收账款(万元),27065,18271,12816,17647,21162,14757,9310,12966,17838,13051,8655,12926,17061,11146,8541,11062,16420,6341,7776,5695,
预付款项(万元),1339,745,674,386,907,2169,726,426,323,423,286,757,369,388,154,244,332,256,566,1471,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),295,295,327,433,358,537,352,505,446,638,727,351,516,604,547,756,525,847,1161,605,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),78319,83502,73174,49191,58273,67427,55265,40338,45087,49073,42847,33010,38496,49173,47252,33835,29239,41157,35566,34042,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1604,25761,26164,368,1728,4284,2470,3423,11317,1564,7096,11071,11001,11681,1950,567,4,1729,1087,824,
流动资产合计(万元),171013,170391,173075,160953,109590,124198,89084,88772,104615,88716,86262,89417,92124,94144,116039,65770,67692,69714,57500,61034,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),263,261,260,258,257,257,257,256,256,255,255,1228,1228,1228,1228,1227,1226,1225,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),71,71,72,74,77,80,84,87,90,93,96,99,102,105,109,112,115,121,134,147,
固定资产原值(万元),125295,--,111614,--,87524,--,75632,--,72814,--,70643,--,62550,--,62131,--,59016,58363,--,--,
累计折旧(万元),43950,--,40123,--,36975,--,35056,--,33272,--,31037,--,29093,--,27210,--,25418,23816,--,--,
固定资产净值(万元),81345,--,71492,--,50550,--,40576,--,39541,--,39606,--,33457,--,34921,--,33598,34547,--,--,
固定资产减值准备(万元),601,--,601,--,626,--,655,--,655,--,655,--,655,--,655,--,655,655,--,--,
固定资产(万元),80745,75612,70891,57437,49924,39085,39921,40203,38887,39746,38951,32279,32802,33685,34266,32825,32943,33892,27659,21325,
在建工程(万元),12499,14993,15938,24209,30449,36499,28466,17726,12913,9896,9186,9921,7372,6785,6257,5967,5001,4022,2448,4481,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
