报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),125815,135476,110047,96064,84273,83539,69953,74742,85562,78409,91484,114182,45236,46640,45971,39100,36137,37294,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),913,713,404,869,837,377,709,681,1195,761,731,955,511,487,307,172,--,--,
应收账款(万元),84351,79868,59004,62568,60275,57757,54989,51421,47208,42004,38605,30768,32245,31274,29253,26650,21110,16114,
预付款项(万元),34233,37715,27853,21925,20002,21435,23313,21034,21451,17760,24970,17823,12110,14275,14878,13794,9728,7941,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5792,4538,6535,7302,6246,5246,5748,6040,5433,2561,3634,2614,2397,1759,1971,1374,1840,1419,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),155357,131145,117110,114409,118150,119686,122492,104299,99059,90209,86392,75807,77497,73933,72644,67127,48882,48909,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),2433,1632,2218,2010,1969,1877,1974,1268,1308,1116,1545,832,812,817,716,757,478,276,
其他流动资产(万元),3306,6857,2512,5555,3358,4218,--,--,--,--,5000,1500,--,--,--,--,--,--,
流动资产合计(万元),412200,397944,325684,310701,295111,294135,279177,259487,261216,232819,252361,244481,170809,169184,165742,148974,118175,111953,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
