报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),381961,387652,479902,501392,400826,291112,435918,473827,463730,677896,242945,219773,204245,152597,160779,200199,224196,277331,87179,83108,73734,46230,52269,53807,45169,34986,43089,62729,76290,67472,112904,119990,133703,136425,11810,8813,2977,1081,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,
交易性金融资产(万元),2002,8123,1729,8384,4673,2371,2609,520,--,450,--,--,--,--,682,--,--,2255,-976,1549,2620,4932,1368,510,276,4500,3000,--,--,--,0,--,--,--,0,0,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,
应收票据(万元),8451,10502,19732,14588,12605,8713,7672,6216,14983,5466,4962,4388,4649,2910,2886,3798,4489,5242,2792,3886,5095,5477,4850,5747,3388,3854,642,152,--,--,0,18,95,40,42,169,1362,988,
应收账款(万元),1113100,871967,546604,459603,708002,538598,423054,373008,472084,423046,286788,227502,290110,290420,263629,208852,224094,210411,188868,154992,170574,143289,114660,105383,115712,107869,90911,88835,101619,108466,104847,47942,45840,29624,28791,23913,15718,13920,
预付款项(万元),9322,21638,23135,12328,12352,12476,11529,9301,6857,7791,10072,9376,6256,4089,4234,6459,3514,34126,19876,19217,12291,26349,22651,16622,6138,15739,29585,16135,11940,4146,8704,3005,1015,307,181,228,136,980,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,
应收利息(万元),37,--,1070,1083,30,30,15,91,85,350,411,356,365,426,375,344,152,--,--,--,--,--,--,--,--,9,7,29,28,89,562,471,599,108,0,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,
其他应收款(万元),--,22845,17987,16897,14895,14322,5617,4144,11627,8751,8671,12259,6979,2289,6498,8646,6407,11819,6807,7612,5529,5071,6195,5291,4122,6790,3860,2241,5708,1263,5332,723,1410,245,554,2270,394,105,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,
