报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),17306,16243,16244,11336,8818,15633,20494,19051,28158,46766,50143,39342,53621,52520,12049,20222,14080,10903,6874,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3879,6583,5462,2976,3257,4400,5373,1953,5002,2169,2029,663,1381,4248,3090,700,315,5045,2029,
应收账款(万元),95930,89819,90655,81955,83917,73981,68012,64019,54082,46627,51574,58389,50484,44408,43952,53148,51081,37473,39563,
预付款项(万元),16235,16270,16457,22579,10847,6468,8168,6923,9528,4370,2731,4100,3411,4199,3591,10373,7697,9088,2669,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),4252,3627,3371,2239,1523,1876,1038,2167,1352,1129,616,1217,1070,1060,663,598,396,1330,1593,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),31730,33899,26573,26819,24475,24857,20438,23746,19654,15731,13184,15105,20878,27697,27349,21498,16682,17270,10680,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),3212,3373,3731,5797,3250,6054,5698,924,1044,898,741,999,1325,1739,2984,1517,--,--,--,
流动资产合计(万元),172545,169814,162494,153701,136087,133268,129220,118782,118821,117690,121017,119814,132170,135870,93679,108055,90253,81109,63408,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),100,100,100,100,100,225,225,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),1474,2119,2119,2241,2241,2886,2886,5160,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4944,4854,4854,4340,4340,3815,3815,5325,5325,2375,2375,2375,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),39896,--,40837,--,39569,--,36090,--,29385,--,28701,--,28902,--,27933,27534,25099,18532,16372,
累计折旧(万元),14115,--,13256,--,11927,--,10537,--,11096,--,10033,--,8968,--,7915,7396,5949,4079,2445,
固定资产净值(万元),25782,--,27581,--,27643,--,25553,--,18290,--,18668,--,19934,--,20018,20138,19151,14452,13927,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),25782,26757,27581,27718,27643,25062,25553,17805,18290,18145,18668,19197,19934,19527,20018,20138,19151,14452,13927,
在建工程(万元),1821,150,142,1130,1051,800,466,5289,3962,3728,2834,1381,1166,284,239,360,309,136,310,
工程物资(万元),3405,963,242,3690,3014,2069,884,1063,1651,1363,1281,751,1635,1305,985,579,530,--,--,
固定资产清理(万元),104,123,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
