报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),18389,18156,16821,17999,12463,7758,7324,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),1039,2378,1534,1070,1269,1455,1574,
应收账款(万元),10471,7721,9763,6519,5360,4906,2960,
预付款项(万元),1072,831,1244,591,676,877,1256,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),224,198,158,240,204,868,1641,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),7208,7751,9488,12426,9285,10493,7468,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),190,209,--,73,--,--,--,
流动资产合计(万元),38594,37243,39007,38919,29256,26356,22222,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,3042,3105,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),268,287,337,161,211,409,534,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),4210,4217,4118,--,3586,4167,--,
累计折旧(万元),1559,1499,1336,--,1093,1301,--,
固定资产净值(万元),2652,2717,2782,--,2493,2866,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),2652,2717,2782,2538,2493,2866,2685,
在建工程(万元),158,104,--,--,34,11,8,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),1807,1820,1847,529,530,46,29,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),423,423,423,423,423,932,621,
长期待摊费用(万元),2,3,6,17,37,75,99,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),189,206,230,393,351,350,148,
其他非流动资产(万元),746,789,103,--,--,--,--,
非流动资产合计(万元),6244,6349,5727,4060,4079,7731,7229,
资产总计(万元),44838,43592,44734,42980,33335,34087,29452,
短期借款(万元),--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,
应付账款(万元),2969,3128,3896,4603,1913,2102,2452,
预收账款(万元),6240,6814,10558,14300,12586,14293,12661,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),186,196,962,207,803,787,558,
应交税费(万元),395,505,729,307,2272,646,446,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),--,--,144,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),140,146,98,310,472,1015,1222,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),9929,10790,16387,19727,18045,18843,17339,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),1470,1477,310,321,322,50,30,
递延所得税负债(万元),--,--,--,--,--,179,188,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),1470,1477,310,321,322,229,218,
负债合计(万元),11399,12267,16696,20047,18367,19072,17557,
实收资本(或股本)(万元),8479,8479,8479,8479,550,500,500,
资本公积(万元),8036,8036,8036,8036,5291,3810,3850,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),162,161,141,115,58,30,7,
盈余公积(万元),661,661,463,139,299,289,267,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),12436,10486,7671,3406,6333,7290,4407,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),29937,28027,25045,20334,12649,12937,10105,
少数股东权益(万元),3502,3298,2993,2598,2319,2078,1789,
所有者权益(或股东权益)合计(万元),33439,31325,28038,22932,14968,15016,11895,
负债和所有者权益(或股东权益)总计(万元),44838,43592,44734,42980,33335,34087,29452,		
  
