报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),48279,27671,19547,25081,42963,16561,25397,38277,69086,12490,19082,17043,44202,31531,19407,47978,50768,51749,62034,68539,79988,80845,82852,93241,94209,92173,92683,97501,97497,94025,93581,104803,103819,102309,101225,6906,6443,4953,7756,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36,--,22,139,229,233,--,--,--,0,0,0,0,350,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),321,1,6,0,9,21,2,7,15,62,75,65,48,65,62,67,45,36,80,106,73,38,45,45,26,--,--,4,--,--,--,--,--,--,0,0,0,0,--,
应收账款(万元),77570,73548,71121,63013,60013,63986,59232,53357,53787,49599,44157,44630,44906,38758,37815,11115,9488,8771,6367,6904,7626,7790,6605,5553,5403,5498,5365,3628,4623,5497,5535,3262,4234,4308,3858,3101,3416,2757,2238,
预付款项(万元),7409,10818,8087,6709,3257,4789,2183,5593,2157,1571,1343,2124,2119,2934,2354,182,331,655,517,576,398,1729,2768,693,702,1198,1116,3127,912,1024,1328,1000,859,812,277,243,348,289,371,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),--,--,--,--,--,75,137,151,--,26,13,3,23,13,190,335,203,832,833,3626,2949,2378,1585,3018,2395,1819,1303,2993,2502,1851,1395,1420,1006,--,0,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应收款(万元),--,8265,6577,6536,4586,3652,3507,3692,2712,3560,3523,3737,2903,3376,3599,1294,1483,1120,720,1007,732,762,846,574,573,549,434,381,245,451,619,266,402,405,467,199,306,129,95,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
存货(万元),24678,26970,28898,29309,27659,30852,29644,28657,26234,25601,22548,18926,17832,19890,18781,11119,10743,11740,11086,9495,6619,6680,6205,4705,4355,4472,4789,3674,3586,3500,3019,1945,1871,2351,2507,1137,1621,1553,1232,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他流动资产(万元),887,4763,2055,2129,1516,6518,6651,2411,2745,2488,3051,2446,2559,2626,3564,3049,3250,1945,1816,1351,1470,1096,850,616,376,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
流动资产合计(万元),167373,152036,136289,132777,140001,126454,126753,132144,156736,95397,93791,88974,114594,99193,85773,75138,76311,76849,83453,91603,99855,101318,101757,108444,108038,105745,105690,111330,109504,106577,105710,112696,112191,110184,108332,11587,12135,9680,12041,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
可供出售金融资产(万元),14429,13551,13551,13401,11151,8851,5338,3340,3244,2720,2720,3220,2720,1720,1720,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期应收款(万元),5366,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期股权投资(万元),32484,32549,22550,18212,16924,17427,15636,15840,15816,15319,15072,15333,14292,11427,11405,11420,11411,11126,6099,6100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
投资性房地产(万元),6433,2464,2500,2536,2572,2603,2639,2677,2711,4869,4931,348,363,365,373,380,388,394,402,410,417,426,433,441,448,400,461,468,476,489,491,503,506,229,0,0,0,0,--,
固定资产原值(万元),44038,--,48306,--,48079,--,46357,--,45720,--,39433,--,28290,--,26845,--,21495,--,19626,--,16446,--,13183,--,12644,--,11900,--,9445,--,8911,--,7191,--,7304,0,3485,3076,2466,
累计折旧(万元),14008,--,14469,--,13173,--,12115,--,10337,--,9694,--,8465,--,8026,--,6590,--,5881,--,5130,--,4569,--,4095,--,3590,--,1514,--,1323,--,1057,--,957,0,782,523,340,
固定资产净值(万元),30029,--,33837,--,34906,--,34243,--,35383,--,29740,--,19825,--,18819,--,14905,--,13745,--,11316,--,8614,--,8549,--,8309,--,7931,--,7588,--,6134,--,6347,0,2704,2553,2126,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
固定资产(万元),30029,33167,33837,34352,34906,33616,34243,34655,35383,31899,29740,34726,19825,19619,18819,16108,14905,14085,13745,12264,11316,11425,8614,8621,8549,8315,8309,7814,7931,7816,7588,7355,6134,6066,6347,6711,2704,2553,2126,
在建工程(万元),--,1057,737,865,582,1478,906,107,88,2173,2783,2019,12941,12442,13217,14209,13291,12697,9833,8741,7705,4550,4818,2715,694,277,256,226,214,122,109,204,141,--,0,0,3517,391,3,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
无形资产(万元),8231,9856,10243,9568,9836,8405,8670,8086,8282,8612,8850,9065,8601,8829,9209,3702,3768,3685,3770,3823,3840,3978,4031,4110,4153,4067,2218,2212,2243,2390,1599,1614,1629,1639,1656,1548,1559,1586,624,
开发支出(万元),1358,676,472,1272,934,772,514,1119,992,688,456,241,654,470,283,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
商誉(万元),69608,69608,69608,69608,69608,71528,71528,69519,69519,69881,69881,69881,69881,70974,70974,7568,7568,8451,8062,8062,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期待摊费用(万元),2443,1677,1409,1537,1466,1500,1549,1782,1726,1019,334,361,372,384,420,238,179,203,197,192,208,143,138,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税资产(万元),1787,1490,1516,1364,1315,1122,1129,955,1025,758,720,741,739,433,444,78,70,61,36,64,55,49,51,39,38,42,51,29,37,43,49,25,50,47,44,40,40,22,29,
其他非流动资产(万元),856,2900,2900,2738,874,--,508,284,53,185,599,124,713,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
非流动资产合计(万元),175036,168995,159322,155453,150169,147303,142660,138364,138839,138124,136085,136058,131101,126664,126864,53702,51579,50703,42143,39656,23542,20570,18086,15926,13883,13102,11295,10750,10900,10860,9836,9700,8460,7981,8047,8299,7819,4552,2782,
资产总计(万元),342410,321030,295612,288230,290170,273757,269414,270508,295575,233520,229877,225033,245694,225857,212636,128840,127890,127551,125596,131259,123397,121888,119843,124371,121921,118847,116985,122079,120404,117436,115546,122396,120651,118165,116379,19886,19955,14232,14823,
短期借款(万元),56703,42762,26427,27735,32280,27703,28312,20853,25353,21000,23500,22000,17500,8500,2500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,1000,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融负债(万元),429,429,429,429,429,--,--,--,--,--,--,--,--,--,--,1600,1588,--,--,--,--,--,--,--,--,--,98,--,--,--,--,--,--,--,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付票据(万元),--,--,37,20,15,11,8,28,1,3609,24,122,16,52,128,71,59,71,79,73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付账款(万元),--,--,10761,11259,13242,10377,10321,10189,11148,11594,10635,8937,7181,6639,6271,4206,4125,4382,3296,3335,3133,3506,3895,2761,3025,2281,2449,2671,2383,1735,2869,2600,2443,2470,2954,2418,4367,3303,4242,
预收账款(万元),1531,2450,3158,2369,2191,2730,1711,1207,934,2496,1715,1431,1028,1223,1179,1704,1197,2010,1432,1161,845,1142,970,1380,624,701,751,521,793,645,679,839,491,669,817,462,703,242,643,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付职工薪酬(万元),4978,1740,1722,1635,3942,1862,1647,1827,4062,1503,1417,1345,2780,1108,1031,395,1186,428,409,298,853,234,291,253,405,222,244,227,371,102,106,68,263,90,93,81,72,42,36,
应交税费(万元),7095,6767,6470,6042,7308,4303,3713,4156,6269,2552,2447,3032,7869,2557,2448,661,1247,834,1421,864,839,1119,1521,675,724,305,401,245,295,120,-59,-16,274,325,233,269,351,322,1869,
应付利息(万元),341,--,173,131,64,24,59,37,77,99,89,90,72,46,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,1,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,148,--,--,--,--,163,358,575,791,1525,1529,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应付款(万元),--,1690,1358,1724,2233,2522,2961,1570,2602,5660,5592,5205,48691,52296,78185,808,982,3982,3958,3959,504,373,422,353,423,225,241,131,153,140,127,145,156,572,770,283,192,127,21,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动负债(万元),9594,4000,4000,4200,4000,4000,4000,3000,--,7000,6200,6200,3600,3600,23,57,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他流动负债(万元),--,--,--,--,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,102,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,1000,--,
流动负债合计(万元),98298,75588,54534,55545,65706,53534,52733,42867,50446,55660,51620,48363,88737,76021,91932,9859,11019,12497,12120,11218,6175,6474,7099,5422,5201,3733,4183,3794,3995,2742,3722,3636,3627,4126,4867,3513,5685,6036,6811,
长期借款(万元),19295,24925,24383,19257,13000,13000,13000,18000,39000,39000,43200,43200,26400,26400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
预计非流动负债(万元),32,34,34,34,34,22,22,22,22,16,16,16,16,16,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期递延收益(万元),113,97,139,181,222,328,292,481,104,113,152,188,75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,5,--,3,5,--,--,65,34,126,124,543,442,353,246,454,360,267,194,452,396,312,244,213,151,--,0,0,0,0,38,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37,46,56,65,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
非流动负债合计(万元),19439,25057,24556,19472,13257,13350,13313,18503,39126,39133,43368,43407,26496,26416,16,65,34,163,170,598,507,353,246,454,360,267,194,452,396,312,244,213,151,0,0,0,0,0,38,
负债合计(万元),117737,100645,79090,75016,78962,66885,66046,61370,89572,94793,94988,91770,115233,102437,91948,9924,11053,12660,12290,11817,6682,6828,7345,5876,5561,4001,4377,4246,4391,3054,3966,3849,3778,4126,4867,3513,5685,6036,6849,
实收资本(或股本)(万元),80789,80789,80789,80789,80789,80789,80789,44883,44883,41875,41875,41875,41875,16750,16750,16750,16750,16750,16750,16750,16750,16750,16750,16750,16750,16750,16750,16750,16750,16750,16750,6700,6700,6700,6700,5000,5000,1500,1500,
资本公积(万元),80030,79366,79366,79510,80017,79442,79521,115416,115547,60110,60116,60116,60116,84913,85148,85148,85148,85180,85180,85180,85180,85180,85180,85416,85416,85416,85416,85416,85416,85416,85416,95466,95466,94604,94604,2895,2895,0,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
盈余公积(万元),7260,7202,7202,7202,7202,6758,6758,6758,6758,5806,5806,5806,5806,5148,5148,5148,5148,4312,4312,4312,4312,3040,3040,3040,3040,2234,2234,2234,2234,1339,1339,1339,1339,560,560,560,560,1040,631,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10820,--,--,--,--,0,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
未分配利润(万元),51314,47914,44320,40733,38479,36730,33156,40522,37117,29323,25617,24077,21365,15444,12316,10879,8763,7445,6011,12154,10178,9672,7194,13064,11245,10550,8442,13406,11635,--,7974,14944,13270,12077,9550,7631,5563,5502,5748,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-414,-148,-1,-99,-6,-130,-24,-74,-172,-300,-87,-118,-57,-1,--,--,--,0,0,0,0,--,
归属于母公司股东权益合计(万元),219194,215081,211253,207722,206212,203402,199808,207109,203840,136697,132710,131319,128468,121508,118799,117246,115282,113272,112105,118395,116321,114636,112034,118246,116377,114778,112542,117719,115917,114268,111479,118449,116775,113940,111413,16086,14018,8042,7880,
少数股东权益(万元),5478,5304,5269,5492,4997,3470,3559,2028,2163,2030,2179,1944,1992,1912,1889,1669,1555,1619,1200,1048,393,425,464,249,-17,69,65,114,96,113,101,98,98,99,99,287,251,154,94,
所有者权益(或股东权益)合计(万元),224672,220385,216522,213214,211208,206872,203367,209138,206003,138727,134889,133263,130461,123420,120688,118916,116837,114891,113305,119443,116715,115060,112498,118494,116360,114847,112607,117833,116013,114382,111580,118547,116873,114039,111513,16372,14269,8196,7974,
负债和所有者权益(或股东权益)总计(万元),342410,321030,295612,288230,290170,273757,269414,270508,295575,233520,229877,225033,245694,225857,212636,128840,127890,127551,125596,131259,123397,121888,119843,124371,121921,118847,116985,122079,120404,117436,115546,122396,120651,118165,116379,19886,19955,14232,14823,		
  
