报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),55065,51991,36406,47193,35722,28538,60271,30161,46684,46533,21817,20019,20779,23783,12068,19577,19801,16987,13280,20223,22519,25968,21531,19149,20555,24498,28928,33329,33531,37288,40198,39716,47443,58924,4731,7089,4740,4910,7264,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
应收票据(万元),29,12,--,--,--,--,--,201,--,7,22,--,25,--,50,--,--,--,--,--,23,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,10,--,
应收账款(万元),117698,111086,89163,78771,85504,108097,88007,82386,67204,61717,59018,36487,29261,27869,15060,14626,13205,11080,11475,12240,12384,13064,15928,15953,16428,12805,8927,8753,9398,7373,7565,7258,4570,3516,3935,3105,2599,1961,1485,
预付款项(万元),22331,39077,42940,44341,43432,25709,26270,27409,36241,34585,23822,10603,8690,9192,12346,11544,9356,9170,11133,9468,10482,9471,10020,5131,5110,5048,7321,5629,2854,1770,3889,2940,2661,638,1350,961,740,616,1016,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
应收利息(万元),2202,2185,1995,1881,1275,1608,--,--,--,--,--,--,--,--,--,--,--,--,--,7,51,3,9,37,79,29,52,179,57,268,191,234,0,0,0,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
其他应收款(万元),20347,19752,8892,7460,7523,7130,10435,9261,8848,8051,7854,7101,7907,7094,4696,4738,4046,3639,3973,3724,3565,3458,4215,3103,2025,1736,1469,1167,984,598,616,1169,553,483,1444,524,539,530,986,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
存货(万元),35743,21478,62556,45374,33994,18317,21965,20171,21196,11283,18564,16808,17714,16391,9754,10257,12396,11529,10044,8674,7703,7891,8465,8499,6875,6133,5782,5536,5868,3843,3687,3661,3546,2656,2496,2273,2320,1649,1578,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,8,--,0,0,0,0,0,0,0,--,
