报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,
货币资金(万元),1232467,1213884,1450735,1426905,1130681,1187965,1374149,1571155,1818844,1756091,2534227,2762492,2658860,3656513,3988203,1549361,1002738,830545,823682,657641,560024,604306,653178,705931,818154,643118,604940,739589,575540,672563,743911,928170,863589,718616,851835,819431,806044,924702,645761,645997,477592,391823,590473,618660,417508,526262,533345,256108,
结算备付金(万元),243681,355281,308064,278030,320975,343309,303534,280663,420448,277621,306073,276089,505109,395535,564450,240527,242368,115110,65790,88020,95615,103234,104541,91022,90003,86141,90630,62094,80702,82535,68845,79263,94784,89397,97882,113079,180044,52260,42299,61092,68185,26937,120700,46084,121858,44918,75326,60242,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,0,0,0,0,0,0,0,--,0,
交易性金融资产(万元),1166716,997007,1059372,805413,770578,805783,885056,648030,631788,743245,632151,742457,596764,432093,376467,425607,371288,344961,295405,279649,262193,253159,337478,316328,241480,140059,147835,159681,172930,73965,83455,92737,46021,57182,45942,18550,55733,44563,5879,54046,142439,130539,4683,7135,29380,48378,29630,25948,
衍生金融资产(万元),447,7,214,111,87,--,--,161,74,198,381,362,93,--,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,0,0,0,0,0,0,0,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,0,0,0,0,0,0,0,--,0,
应收账款(万元),5632,6849,6099,5535,5096,6354,5011,4380,4142,3718,2759,2519,2936,3140,12643,4846,2523,1615,747,1656,386,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,0,0,0,0,0,0,0,--,0,
预付款项(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,0,0,0,0,0,0,0,--,0,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,0,
应收利息(万元),39276,39978,40812,28132,29264,31340,30857,30143,25240,28274,23744,34884,27788,26410,21933,17445,17258,14824,12855,11186,16672,11339,9534,7371,4888,4006,2695,3174,3474,1807,1053,1830,461,809,792,48,0,441,186,617,1862,486,0,0,0,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,0,
其他应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,0,0,0,0,0,0,1979,6033,8632,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,0,
