报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),1109356,1703771,1238228,1224058,1145544,1293191,883720,777208,818532,514048,374289,369557,1101848,979294,576064,297164,434918,457453,314400,241594,276957,362098,247647,291853,317638,324296,144428,299186,191542,147505,177521,257052,205489,284296,359227,453135,395477,222084,157130,143104,133618,224287,175050,188772,227246,218420,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,27400,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收票据(万元),384331,384643,459107,348651,249751,203068,198269,254031,218361,244968,177551,294605,330126,208904,285448,337065,389124,243355,334306,353194,352084,294203,454206,387503,413061,291346,278778,252042,205860,190006,226685,301999,332380,175859,137274,89326,81921,84990,68264,94299,102726,83432,69252,60910,47698,50483,
应收账款(万元),75916,72860,59337,53605,64128,62387,39648,45270,42384,48858,49238,33029,42078,48777,29307,39826,39432,35477,24814,22058,27379,28508,39044,40025,47942,41278,32156,32564,35775,34486,52441,62866,60046,57841,71626,67734,50941,50731,94591,85320,86065,81733,165953,162120,92670,137076,
预付款项(万元),118045,128069,59793,65816,61035,49384,58767,49483,41954,56985,133789,145010,123774,123631,90913,113165,106754,105706,49970,42935,65360,64687,45031,52875,51194,48552,135650,82037,81011,81085,97007,109265,116689,115004,166057,161421,173509,157214,270089,400173,376547,343928,195692,198997,137636,171701,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收利息(万元),1629,1845,287,266,448,421,276,249,--,352,--,--,876,701,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,726,726,--,--,--,--,--,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
其他应收款(万元),29654,29038,15333,16529,11133,11791,13080,13898,10217,15167,25594,22830,20920,25771,15252,18322,20628,18790,19336,23581,25499,22353,12350,13609,17168,14530,10261,20110,8442,10604,13230,12125,8334,9363,18451,24557,11525,11114,17418,19879,23445,11095,26352,22320,47021,14269,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
存货(万元),1184969,1120990,1073709,983470,1081674,978217,917397,950461,969811,860173,1257579,1175344,1071764,1100841,1179729,1197444,1222617,1160705,1036756,1011698,1068993,979372,1198084,1277584,1340944,1283521,1251830,1181339,1134301,1029760,1004457,838318,814332,807567,830099,644648,677451,785974,1005574,747794,551278,460504,482263,501775,380272,380149,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
