报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),5193,34112,6606,2862,5316,5053,7055,10483,10848,12179,9256,15618,18428,2828,6669,4998,4353,4494,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),1577,616,2019,--,--,--,--,--,--,--,6065,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2504,2018,5403,3052,3547,2250,1150,780,1139,864,913,867,1147,566,2716,2000,1147,1476,
应收账款(万元),39814,34358,35515,19270,18549,18709,22003,15236,14848,14631,14216,10453,10118,8701,7343,7709,5623,4322,
预付款项(万元),2320,3231,1993,898,815,1229,866,1688,930,966,567,1200,597,1075,728,405,367,1645,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1292,1646,1266,818,599,705,514,847,575,462,324,459,624,703,608,474,212,141,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),18499,17166,16051,9190,6843,8452,7325,8589,8706,8208,8351,10036,9127,9189,8731,3274,3834,3082,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1176,803,1461,748,669,719,630,591,370,383,357,481,476,950,854,224,345,168,
流动资产合计(万元),72375,93951,70315,36837,36338,37118,39543,38214,37417,37693,40049,39114,40516,24012,27649,19085,15881,15328,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1150,1000,750,550,550,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,450,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),21619,--,21554,--,18037,--,13793,--,5569,--,5391,--,5318,5317,5291,5239,4904,1676,
累计折旧(万元),3286,--,2683,--,1602,--,1285,--,1138,--,966,--,864,832,777,562,355,251,
固定资产净值(万元),18334,--,18871,--,16435,--,12508,--,4432,--,4425,--,4453,4485,4514,4677,4549,1424,
固定资产减值准备(万元),130,--,130,--,130,--,130,--,130,--,130,--,130,130,130,130,130,130,
固定资产(万元),18204,18453,18741,16364,16306,13998,12378,6226,4302,4280,4296,4307,4324,4356,4384,4548,4420,1295,
在建工程(万元),--,--,--,970,1095,2936,4663,6501,4609,3138,2924,1826,781,616,615,147,37,1225,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4636,4707,4779,3559,3582,3605,3627,3579,2427,2442,2457,2441,2455,2470,2484,2518,2572,1186,
开发支出(万元),--,--,--,102,76,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),61633,61633,61633,211,211,211,211,112,86,86,--,--,--,--,--,--,--,--,
长期待摊费用(万元),148,182,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1682,1508,1453,838,876,808,791,493,502,461,439,314,339,277,365,297,224,190,
其他非流动资产(万元),759,948,965,111,186,151,151,1304,864,142,137,--,--,--,--,--,226,--,
非流动资产合计(万元),88212,88431,88353,22705,22883,22159,21822,18215,12791,10548,10252,8889,7899,7718,7848,7508,7479,3895,
资产总计(万元),160588,182382,158668,59542,59221,59277,61364,56428,50207,48242,50301,48003,48415,31730,35497,26594,23359,19224,
短期借款(万元),14572,14180,12690,5790,5990,5990,5960,6720,2990,--,--,--,1490,1490,1490,1390,900,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1377,2152,1900,1506,3228,4300,3785,2019,2712,3729,3537,2069,1728,1823,3161,1289,1300,500,
应付账款(万元),9084,7845,8957,6245,5640,5466,6925,5761,4020,3877,4635,4650,4142,3602,4431,2644,2819,1663,
预收账款(万元),6480,6264,6246,4099,2355,2211,2585,2576,1778,1527,2425,3188,3028,3574,4855,2527,3206,4756,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),800,630,1363,561,404,324,487,385,305,235,436,380,307,224,477,370,273,154,
应交税费(万元),792,1072,2198,275,881,266,1301,528,202,299,954,119,296,103,628,762,523,120,
应付利息(万元),21,10,18,7,7,8,8,8,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),1498,1041,1041,--,--,330,--,--,--,534,--,--,--,700,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),555,25377,35405,396,347,315,128,170,166,174,44,352,176,101,210,96,150,82,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),1610,368,1870,211,108,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),36790,58940,71686,19090,18959,19209,21179,18167,12173,10373,12032,10758,11166,11618,15252,9078,9170,7775,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),287,252,271,32,24,18,9,60,61,51,37,45,58,61,130,131,114,74,
长期递延收益(万元),1407,1420,1432,1443,1455,1461,1467,696,702,708,714,720,726,732,--,--,--,--,
递延所得税负债(万元),81,87,92,--,--,--,--,--,--,--,10,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,738,762,786,796,
非流动负债合计(万元),1775,1758,1795,1475,1479,1479,1476,756,763,760,761,765,784,794,868,893,900,871,
负债合计(万元),38565,60698,73481,20566,20437,20688,22655,18923,12935,11133,12793,11524,11950,12411,16121,9971,10070,8645,
实收资本(或股本)(万元),13255,13255,11364,10001,10001,10001,10001,10001,10001,6667,6667,6667,6667,5000,5000,5000,5000,5000,
资本公积(万元),89612,89612,56067,15137,15137,15137,15137,15137,15224,18557,18471,18471,18471,3829,3829,3829,3829,3829,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1569,1569,1569,1421,1421,1421,1421,1202,1202,1202,1202,1019,1019,1019,1019,753,431,190,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),14656,14640,13646,12316,12108,11952,12035,11125,10823,10660,11168,10322,10308,9470,9528,7041,4029,1559,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),119092,119076,82646,38875,38667,38512,38594,37465,37249,37086,37508,36479,36465,19318,19376,16623,13289,10578,
少数股东权益(万元),2930,2608,2541,102,116,77,115,40,23,23,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),122022,121684,85187,38977,38783,38589,38709,37505,37272,37109,37508,36479,36465,19318,19376,16623,13289,10578,
负债和所有者权益(或股东权益)总计(万元),160588,182382,158668,59542,59221,59277,61364,56428,50207,48242,50301,48003,48415,31730,35497,26594,23359,19224,		
  
