报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),21460,19400,22594,16469,18240,28404,25466,32580,30272,30210,30249,30560,35103,8718,5090,8758,6628,6143,2922,2885,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),993,168,--,24,472,881,--,20,20,--,--,280,75,65,170,--,399,--,--,--,
应收账款(万元),8704,9462,9165,11065,12060,11960,10089,9271,7539,8388,8090,4802,4373,5045,5648,2017,2948,2873,2730,2175,
预付款项(万元),11342,6630,5365,3160,4448,6144,11066,7222,8184,4157,5384,5213,3405,3179,1329,3144,2796,89,1663,111,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1789,858,987,863,794,993,1391,989,974,1017,603,414,317,348,70,56,189,97,82,105,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),22393,26387,27414,31413,29852,23985,22309,20183,14289,13418,12481,10479,8781,9431,9499,8799,6939,3199,1531,603,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),17259,25245,14526,17014,18027,10820,10879,7630,1667,6838,1171,1039,737,516,619,476,156,341,254,24,
流动资产合计(万元),83939,88150,80051,80009,83893,83188,81199,77895,62946,64029,57978,52787,52790,27304,22424,23250,20055,12743,9184,5904,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1372,1379,1387,1395,1401,1411,1424,1437,1450,1463,1476,1489,1502,1515,1528,1567,--,--,--,--,
固定资产原值(万元),--,17026,--,10223,--,9063,--,7587,--,7370,--,6441,--,6445,6399,6220,2120,2132,478,331,
累计折旧(万元),--,1947,--,1776,--,1553,--,1310,--,1136,--,757,--,687,597,340,325,213,159,148,
固定资产净值(万元),--,15079,--,8447,--,7510,--,6278,--,6234,--,5684,--,5758,5802,5879,1795,1919,319,183,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),14891,15079,10541,8447,7848,7510,6321,6278,6119,6234,5596,5684,5701,5758,5802,5879,1795,1919,319,183,
