报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),19829,23365,22177,27271,24253,24374,24626,25747,24480,33042,31390,32572,27453,19461,20844,23466,11842,7364,9778,12119,6185,6145,8209,14911,11138,11185,15652,28101,5345,7398,8290,6022,6388,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
交易性金融资产(万元),--,6147,6147,6147,--,--,--,--,6000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,15,--,--,--,20,--,--,--,39,55,12,--,--,--,--,0,10,10,--,34,--,--,--,
应收账款(万元),5403,4202,5978,4929,6325,6510,4764,3323,3676,4273,6553,3827,5997,5829,4421,4393,8256,9212,6694,6170,7621,6963,6176,6052,7410,5062,5712,5713,6153,5549,4377,2997,1722,
预付款项(万元),1188,638,486,386,749,825,835,712,893,1923,2624,567,4538,1212,1453,303,1628,1089,800,839,1305,2003,1848,1543,1756,1553,1409,599,1451,3747,704,1516,1869,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收利息(万元),--,48,90,55,48,80,82,66,77,110,133,108,133,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他应收款(万元),452,663,810,632,837,831,808,3069,1117,926,925,1267,1385,1317,1334,2532,1134,441,239,268,500,163,107,501,811,656,679,619,610,476,745,274,219,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
存货(万元),8617,8263,5693,6239,6036,5892,5587,5314,6552,5970,6259,7718,8171,8010,8288,9082,9931,12017,12609,12969,14004,13244,12368,12333,11825,10717,8173,7425,8538,6569,6483,6181,6676,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,7,14,14,18,22,25,32,32,32,32,--,--,--,1,3,6,12,19,--,0,--,--,--,--,--,--,--,
其他流动资产(万元),261,185,224,1519,4319,1944,179,8387,224,184,161,274,168,165,76,61,--,--,--,--,--,--,1,4,7,9,1,4,7,9,--,--,6,
流动资产合计(万元),35750,43511,41604,47177,42567,40457,36888,46632,43034,46448,48082,46358,47876,36025,36468,39869,32792,30122,30160,32421,29630,28523,28720,35362,32947,29182,31636,42472,22104,23781,20599,16990,16879,
发放贷款及垫款(万元),--,21373,21761,19541,15246,18348,19338,18757,19443,21777,23959,25714,23309,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
可供出售金融资产(万元),5723,5223,3718,2218,1563,1563,1563,772,772,772,772,772,772,772,772,772,772,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期股权投资(万元),14777,7964,7933,7931,8033,8002,8101,5001,5000,--,--,--,--,9473,10079,9923,9983,10480,10954,10690,10426,10187,10098,4877,4744,4667,1372,1372,1372,1372,1372,1372,167,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),8976,7489,5407,5485,4669,2682,2060,1393,1424,1455,1487,1518,1549,1580,1611,1642,1667,1698,1730,1327,1248,1269,1298,1315,1336,446,--,--,--,--,--,--,--,
固定资产原值(万元),--,43696,--,46166,--,38851,--,35479,--,35031,--,34956,--,34732,--,34640,--,34552,--,35099,--,35978,--,35017,--,34509,--,28603,--,19681,19534,--,--,
