报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),37056,23593,37020,37094,26462,43134,14748,28308,14765,10001,3341,6146,5188,19616,1681,2119,3450,3558,3481,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),24658,19788,25104,19809,18649,15145,12139,6802,7598,6269,6616,2452,3558,1009,4783,2114,5840,2822,2769,
应收账款(万元),57916,51520,42833,37701,33172,31362,28852,25936,19004,19336,17011,14792,15219,15532,11248,9848,5585,4892,3707,
预付款项(万元),6138,9014,9315,5140,4294,2961,2649,1707,629,562,603,1112,700,819,670,781,376,269,221,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,0,41,267,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3943,2427,2283,1159,1669,1120,942,611,469,395,308,637,332,464,217,262,187,90,78,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),34890,38596,31729,21975,20371,22018,16966,14932,11399,10448,9358,9512,8456,7193,7381,8345,7362,8390,6217,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),30103,33205,36830,35490,21761,20923,53244,55245,892,789,3585,837,759,434,770,807,576,642,247,
流动资产合计(万元),194705,178142,185155,158634,126379,136662,129541,133542,54757,47801,40823,35486,34210,45068,26750,24276,23376,20663,16720,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),11988,11538,11538,5374,4164,4034,4034,3000,3000,3000,3000,1440,240,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,20,36,--,--,--,--,--,--,--,--,12,16,19,29,--,--,
长期股权投资(万元),3316,3331,3349,9511,3385,3400,3413,4467,1271,239,241,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),22,22,22,22,22,22,22,11,15,19,22,26,30,34,38,41,53,68,83,
固定资产原值(万元),38746,--,35784,--,26673,--,25461,--,23713,--,19375,--,18967,--,18488,17770,16578,13857,6907,
累计折旧(万元),12341,--,11062,--,8133,--,7337,--,6475,--,5775,--,5130,--,4459,4154,3295,2297,1730,
固定资产净值(万元),26405,--,24721,--,18540,--,18124,--,17238,--,13600,--,13837,--,14029,13616,13283,11560,5177,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),26405,25748,24721,18554,18540,18150,18124,17743,17238,17332,13600,13699,13837,14039,14029,13616,13283,11560,5177,
在建工程(万元),15722,15373,12070,21752,19260,7167,6460,6223,2844,748,3334,2078,5696,1471,1236,426,180,1400,3470,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),32480,32118,32363,15054,14826,14906,10598,10363,10341,10404,10386,2191,2116,2108,2130,2154,2209,2183,2187,
开发支出(万元),3462,2606,2206,1547,1261,872,778,301,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),47977,47048,47048,20177,20096,9623,9623,10378,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),192,246,112,387,254,254,98,67,86,70,77,102,120,104,108,162,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3697,3287,3217,1319,1408,1538,1413,1477,1350,1122,1054,889,866,920,816,891,553,443,215,
