报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),273921,303632,349837,316976,265042,270497,261379,177478,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),10469,15330,8662,18923,6604,6313,9075,5765,
应收账款(万元),171041,90087,82418,77290,83493,90511,132208,93788,
预付款项(万元),47873,23589,16962,16419,11875,13996,11915,10549,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),7100,6776,5814,5489,8394,8478,26627,27316,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),140608,120929,133418,156864,137574,150169,138743,97722,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),2000,12000,2000,--,--,--,--,--,
其他流动资产(万元),72082,63512,61937,68592,63140,62098,64029,47460,
流动资产合计(万元),725093,635855,661049,660554,576121,602063,643976,460078,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),19610,19610,19610,19610,19610,19610,10,110,
持有至到期投资(万元),--,--,--,2000,2000,2000,2000,2000,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),189,197,238,263,266,299,297,344,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),32188,32810,34628,33881,32565,34233,34847,22010,
固定资产原值(万元),--,272401,251119,247092,--,245943,--,--,
累计折旧(万元),--,109872,104441,95922,--,92047,--,--,
固定资产净值(万元),--,162529,146678,151170,--,153896,--,--,
固定资产减值准备(万元),--,44,44,44,--,44,--,--,
固定资产(万元),163902,162485,146634,151126,154219,153852,160335,151297,
在建工程(万元),30357,30141,26120,18663,17860,16458,13961,15563,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),76630,76062,74072,75691,76505,76038,69826,64306,
开发支出(万元),--,--,139,126,--,1359,920,183,
商誉(万元),1346,1346,604,--,--,--,--,--,
长期待摊费用(万元),8670,6939,6186,4109,2731,1661,1516,1532,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),331,245,57,252,230,215,140,154,
其他非流动资产(万元),9996,10983,23632,9235,9809,10281,11584,9658,
非流动资产合计(万元),343220,340818,331921,314955,315794,316006,295436,267155,
资产总计(万元),1068312,976673,992970,975508,891915,918068,939412,727234,
短期借款(万元),--,--,--,193,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),5500,1760,1457,20536,199,5695,15812,2018,
应付账款(万元),224073,166375,190470,187828,176091,197897,215348,144795,
预收账款(万元),54249,55497,72313,75291,49093,63278,51288,32533,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),20417,11509,6400,4327,4598,3705,3792,2281,
应交税费(万元),934,1968,5145,4801,1670,4690,5499,5440,
应付利息(万元),--,--,--,--,--,--,13,13,
应付股利(万元),--,--,--,26802,--,12672,50568,55568,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),55487,59919,57753,55355,70754,99696,153078,143193,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),205,484,--,--,--,--,--,--,
流动负债合计(万元),360865,297513,333538,375133,302405,387632,495398,385841,
长期借款(万元),--,--,--,--,--,--,--,--,
