报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),11641,40368,5281,10392,11582,23180,31531,19914,25146,20767,40023,37297,12526,8889,9612,7756,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3138,2463,1883,2574,1670,1890,1467,1979,1430,2082,188,182,1340,2975,1540,3513,
应收账款(万元),20238,21182,19398,19162,14678,14549,14071,16571,14913,19676,19641,20070,21447,18370,14056,11479,
预付款项(万元),4860,3697,3357,1498,1995,1093,1339,1199,1529,840,1263,1780,1230,658,368,487,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),282,380,858,915,1573,677,1619,1203,935,724,1203,1565,786,1295,1349,1053,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),25299,19694,17367,13303,14430,12780,12123,12339,13100,10880,10521,6579,6143,7912,7019,8956,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),326,326,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),30851,8804,42126,39960,37481,28918,19082,26592,21219,24104,--,4197,--,900,--,--,
流动资产合计(万元),96635,96913,90269,87805,83408,83087,81232,79798,78272,79074,72837,71670,43473,40999,33944,33243,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3317,3317,2640,1500,1500,1500,500,500,500,500,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),279,281,281,289,289,384,--,--,--,--,--,--,--,844,1102,--,
长期股权投资(万元),1758,1656,--,--,--,--,--,--,--,--,500,--,--,--,--,95,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,16479,--,14789,--,14766,--,14597,--,14279,--,13931,8600,8443,8389,8135,
累计折旧(万元),--,6386,--,5848,--,5337,--,4910,--,4506,--,4032,3713,3215,2760,2224,
固定资产净值(万元),--,10093,--,8940,--,9429,--,9687,--,9773,--,9899,4887,5227,5630,5911,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),9921,10093,8741,8940,9183,9429,9468,9687,9637,9773,9719,9899,4887,5227,5630,5911,
在建工程(万元),2444,2397,3710,3419,3402,3120,732,391,245,213,2718,128,4931,2,30,2,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2265,2282,2307,2318,2340,2354,1512,1502,1616,1634,1650,1661,1676,1715,1293,1310,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),87,68,80,86,99,48,74,3,1,1,2,3,4,6,9,14,
