报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),79313,88925,61728,49663,59663,58878,56089,51535,59797,54293,45684,34937,64918,76849,70853,36552,35734,61176,28843,15854,26646,36173,56672,38852,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,0,5,--,--,--,--,--,43,6,6,32,--,--,--,177,22352,--,247,251,--,--,2211,252,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),15042,29913,11042,8243,7389,5149,5902,4457,4016,5494,11844,9415,10674,8516,21437,24646,22364,17255,10929,16265,13374,25655,8952,2276,
应收账款(万元),20049,31385,25655,20302,21381,22383,19243,24458,14060,15714,12063,10200,7425,11156,12821,15540,11995,7556,15440,2784,4639,2652,3655,1144,
预付款项(万元),31731,14584,9779,15465,18907,4176,6149,7802,19607,8038,5486,9919,57148,50272,62450,67591,85652,68920,65591,62965,91468,47504,32102,19551,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,421,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),6114,710,1144,3089,3111,4294,4083,3674,8886,13162,13880,3594,1597,2538,2784,2951,3666,3685,3665,3156,3260,3236,336,2,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),69814,67042,160976,67062,70925,74405,95458,66164,71625,60287,76053,51007,71066,39550,49860,54153,63184,60966,110205,39574,38668,33599,53019,22589,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),6,10,17,7,36,36,31,42,1,--,--,--,--,--,--,--,--,--,--,--,--,--,3700,--,
其他流动资产(万元),146867,130465,43477,33153,44098,49926,54760,57302,51863,45002,46967,44347,56611,84038,55620,72366,21644,22064,26199,12221,--,--,--,--,
流动资产合计(万元),368936,363035,313823,196983,225509,219247,241715,215434,229898,201996,211984,163451,269439,272919,275827,273976,266591,241622,261120,153069,178055,148860,161069,84668,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7617,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,--,--,--,--,--,--,
长期股权投资(万元),3116,2569,2534,2464,2446,2372,2424,2342,2461,2375,2306,2218,2081,2047,1992,1958,1876,1849,1819,1803,1797,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,908102,--,890938,--,--,--,796154,--,--,--,--,585204,549073,531634,482066,433233,417772,353324,322065,274452,271668,208411,--,
累计折旧(万元),--,325039,--,286861,--,--,--,216989,--,--,--,--,170051,160919,150838,143703,135253,126590,119034,112058,106388,89183,68557,--,
固定资产净值(万元),--,583062,--,604077,--,--,--,579165,--,--,--,--,415075,388076,380701,338362,297980,291182,234290,210007,168064,182486,139854,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,105,--,--,--,--,--,--,--,--,
固定资产(万元),564789,583062,596929,604077,604414,613692,608468,579165,575221,528449,457967,403232,415075,388076,380701,338257,297980,291182,234290,210007,168064,182486,139854,85420,
在建工程(万元),69744,43795,28610,20807,8377,10360,13174,37014,27566,52810,90106,107211,25747,36375,24920,31901,30252,18425,35766,43393,35657,1253,14412,4667,
工程物资(万元),1421,217,168,151,256,284,35,108,167,585,985,2690,1559,317,311,1044,761,114,89,1144,2252,--,198,318,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,1552,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),30240,30670,30835,30964,30835,27497,26675,25544,26612,24324,23326,24585,24684,23735,20763,17154,10463,9878,9928,9971,10000,5711,5845,5210,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1443,840,848,844,476,512,514,501,563,526,567,416,277,312,230,133,165,178,192,95,111,160,63,43,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3229,3227,3273,2942,2679,4440,4755,5616,3846,3109,1941,3984,4874,4874,4928,4948,2637,2637,2295,2299,867,579,529,338,
其他非流动资产(万元),4444,1699,801,851,902,952,1003,1053,1104,1154,1204,1255,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),680427,668078,665999,665100,652386,662108,659047,653344,639540,615331,580402,549142,476296,457736,435845,397394,346134,326263,284380,268712,218748,190188,160900,103613,
资产总计(万元),1049363,1031113,979821,862083,877894,881356,900763,868778,869437,817327,792386,712593,745735,730655,711671,671370,612725,567885,545500,421781,396803,339048,321969,188282,
短期借款(万元),160218,167295,238100,121000,190665,160199,186368,169848,129229,125168,123666,135334,149941,177259,181796,157266,123811,143103,150063,106038,96912,69801,83840,26063,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),8,1,57,413,--,39,--,111,--,--,476,12,--,--,--,--,--,--,--,--,--,233,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),37081,38317,105320,63376,68867,112133,102680,97913,98975,67149,67109,58550,165641,109145,84282,47626,54500,46900,85100,28100,23989,19595,46911,49511,
应付账款(万元),58180,60932,70872,74090,47415,72146,66406,90985,83045,68574,53928,55712,32820,27891,31051,69618,48476,47864,44412,29530,23711,28701,48129,22732,
预收账款(万元),18265,16833,7360,23061,14562,6036,3664,4461,8140,4170,4579,5954,7101,2239,5703,3906,9062,6065,5106,3538,6025,4621,4146,1555,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),5776,5385,4799,6323,5241,4740,4068,5633,4729,4393,3616,5053,610,451,300,1462,516,385,268,1641,457,1463,764,201,
应交税费(万元),12456,11013,6873,12407,3066,1546,2026,999,2316,6954,5414,6830,2049,2020,460,1569,1145,1038,122,2898,-4904,3243,-966,2059,
应付利息(万元),941,622,1133,2556,2870,1417,1978,890,4619,3117,3196,1338,1721,3240,3168,1667,1062,922,272,234,175,361,338,28,
应付股利(万元),--,13500,--,--,--,--,--,--,--,--,15166,--,--,--,--,--,--,--,--,--,--,--,--,60,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),10648,2288,2289,915,1504,1316,1049,1148,920,1036,1281,2003,4315,4204,4277,5402,2518,2093,1481,823,739,1024,2202,1459,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
