报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),137300,242317,321753,132798,129821,161116,121566,106230,53973,62421,83451,50330,75554,96922,64244,40440,39972,41407,38789,52612,33556,41687,34094,37980,30806,35864,57305,37404,53085,77891,19064,20558,13104,15853,13348,18387,14748,11311,20206,2672,5282,869,561,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,2,7,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,
应收票据(万元),40525,37678,23174,28084,32036,36815,26240,28444,30109,36895,30721,35309,31088,25664,16940,12875,6599,5845,7763,4430,1573,3459,1684,831,657,1624,1151,2727,198,757,83,100,77,79,228,35,--,--,40,--,--,--,--,
应收账款(万元),388300,428192,442731,391850,263584,288310,298468,258408,188026,208208,184739,161219,120337,154241,152650,148002,119972,121898,112174,102705,73632,89701,87284,78233,76049,72217,75243,71552,60441,53731,53005,53544,30803,29810,23984,24018,21690,22560,17211,16882,8877,5291,5758,
预付款项(万元),48253,29315,36920,26254,26529,13205,18069,15813,23230,7034,13079,15477,9582,7442,25270,18129,15579,15966,15605,7926,16390,8771,25847,19980,15415,16652,16463,22647,22253,13555,13686,11962,14368,8049,6676,6663,7264,5126,4269,4616,2339,1414,264,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,
