报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),18183,11091,32087,38919,3730,12340,24777,19814,33690,43369,57758,53206,37986,29706,26700,20365,66290,19743,21154,39126,83923,41582,55664,70717,85917,40684,38375,39338,38849,38298,30342,27489,25404,21176,18501,16575,16586,10150,5672,5065,6434,5620,18672,33387,3749,3889,2152,5396,11507,
结算备付金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,--,--,--,0,--,
拆出资金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,--,--,--,0,--,
交易性金融资产(万元),--,4435,3866,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,3,16,0,0,--,--,--,--,0,--,--,--,0,--,
衍生金融资产(万元),4687,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,--,--,--,--,--,
应收票据(万元),1650,--,--,--,--,16600,9000,--,--,8236,9286,4248,40538,21750,8400,27000,27310,26000,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70,200,200,133,0,30,280,--,--,100,--,--,--,0,35,
应收账款(万元),3066,3993,1062,66,--,249,--,--,--,76,--,68,--,3523,--,--,--,--,1923,386,12,41,41,41,147,593,601,699,171,524,491,530,144,1600,1714,1365,1004,1692,1866,1451,315,1470,328,326,214,965,6265,8142,7455,
预付款项(万元),1653,5029,4338,4047,95,508,2937,2170,1451,2235,2039,2126,1117,2076,3269,2718,773,3418,2017,2184,489,4106,3061,3080,245,364,206,245,159,331,311,14,249,45,55,705,765,615,410,660,615,1003,469,1550,1492,324,266,496,464,
应收保费(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,--,--,--,0,--,
应收分保账款(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,--,--,--,0,--,
