报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),17064,16864,20575,15653,8814,10627,13351,4463,16178,13530,9763,5625,5027,4769,4052,1974,7371,7330,12399,12511,11981,21204,21322,28568,46893,38693,51078,2104,3553,3735,264,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),10013,8896,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),10719,10049,11543,11794,13473,11438,10350,12559,10187,8841,10645,10315,9536,6813,7764,6444,7356,6127,6403,6971,6713,6016,5686,5484,6434,6698,6814,6583,2691,2123,862,
应收账款(万元),24524,24594,20908,21849,21436,20263,18561,15923,15124,17149,13865,15811,13607,13453,11744,13175,11227,11957,9804,10680,9389,9686,8632,8262,8763,8126,7123,7404,7733,5634,4262,
预付款项(万元),2142,1824,2495,4061,3078,2086,1713,3181,2225,1877,2608,2908,2925,2867,2547,3296,2977,1869,2279,2516,2446,1837,17723,16046,11582,8772,10035,7065,4349,3547,3680,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),18,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,28,--,46,48,51,52,214,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
其他应收款(万元),469,474,595,125,125,128,237,209,260,174,225,171,191,134,216,192,179,179,110,88,194,124,315,188,181,108,132,282,274,132,2017,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),18103,18919,19973,17709,16562,16932,17426,14544,13990,15424,15894,14698,14297,14232,14066,12447,12068,11182,10336,9853,8819,9263,9539,9023,8707,8309,7616,7004,6058,4561,5037,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1648,1367,806,1378,2418,2718,2585,2585,2380,2380,2263,2125,2496,2125,3400,3400,3400,3400,3016,3278,2060,2550,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),84701,83000,76894,72569,65907,64192,64223,53465,60344,59375,55264,51654,48079,44392,43789,40927,44577,42045,44358,45924,41602,50725,63265,67621,82613,70920,82798,30442,24658,19732,16122,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,175509,--,165745,--,159992,--,133523,--,128263,--,112409,--,104134,--,89186,--,80001,--,57526,--,50814,--,38379,--,37652,--,35310,34647,--,--,
累计折旧(万元),--,59551,--,53510,--,47425,--,41439,--,36733,--,32222,--,28409,--,24991,--,22069,--,19608,--,17831,--,16404,--,15215,--,14151,13044,--,--,
固定资产净值(万元),--,115958,--,112236,--,112567,--,92084,--,91530,--,80187,--,75726,--,64195,--,57932,--,37918,--,32983,--,21975,--,22437,--,21159,21603,--,--,
固定资产减值准备(万元),--,380,--,290,--,276,--,44,--,44,--,44,--,44,--,44,--,44,--,44,--,44,--,44,--,44,--,44,44,--,--,
固定资产(万元),116295,115578,112990,111946,113041,112291,105169,92040,91828,91487,84085,80144,76326,75682,67935,64151,57281,57888,39783,37875,36592,32939,27554,21931,21981,22393,20795,21115,21559,14379,11277,
在建工程(万元),11995,7520,4549,3783,2689,2052,8428,14655,14665,14859,19441,19461,21857,19212,20631,15477,18846,16812,26827,25923,21676,19959,18511,14448,7587,6643,5111,4274,3487,938,949,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,158,81,86,86,126,113,102,29,6,--,--,--,--,
固定资产清理(万元),3,3,3,2,2,2,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
