报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),27372,20581,19354,22803,25420,28429,33139,37117,32764,30920,24716,31980,21433,26353,22199,34989,26511,29663,27779,30196,27802,32762,33713,64556,2604,1079,1631,2810,5004,2300,1931,1559,2245,2738,1899,3218,1107,1348,1465,549,624,486,158,1527,695,344,298,3654,311,1072,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,20,20,20,--,--,--,0,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,0,--,--,0,
应收票据(万元),4790,18015,8605,10035,16299,15332,8646,7728,15139,24204,10430,15472,17539,37127,16158,10042,19608,26365,16007,17613,23354,26487,12549,14414,1732,4439,2303,3372,1000,6472,5121,4407,3107,3490,4066,2702,3890,4460,1787,882,1952,2940,1237,401,1340,1393,574,491,360,877,
应收账款(万元),90330,86987,86347,87548,85271,91328,84180,80555,87656,85234,71227,65270,66073,64421,66949,64720,56466,50304,47983,41246,38271,33788,34271,28161,6878,5989,5900,5243,4835,3974,4205,4561,4696,3217,4910,6037,5084,4576,5317,5767,5220,5106,7388,6479,6438,5815,6617,6382,5407,5058,
预付款项(万元),18192,9765,12943,9830,8150,8247,13810,14803,16090,14630,2791,3126,2912,3295,7179,9196,8764,8906,3361,3142,2895,2606,6569,3983,118,81,514,400,181,13,166,342,262,116,572,348,418,255,288,542,612,530,1834,1832,1699,1583,1685,1033,939,925,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,0,--,--,0,
应收利息(万元),--,--,--,--,80,--,--,--,75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,0,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,123,--,--,--,--,0,--,--,0,
其他应收款(万元),--,19653,35876,31524,28148,17387,36243,33294,22682,12143,35221,28690,24836,10420,20882,19773,17914,8590,21438,20647,18661,7366,20125,16093,3437,2252,3148,2928,2404,866,2689,2823,3044,1603,3360,2087,2181,1931,2368,1775,1596,1211,2166,3104,2670,3592,3526,3085,3164,3990,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,0,--,--,0,
