报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),61164,38392,30703,37917,15927,67564,21389,25035,8802,7743,4882,6889,11942,8520,--,16154,12620,8727,13087,9120,8628,5398,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,15,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),271,636,2116,3067,1003,3516,431,3489,1605,1464,249,747,413,1472,--,582,1977,1645,198,1113,709,0,
应收账款(万元),18019,13622,18347,17071,28383,11841,15259,11968,16720,11377,16205,16346,18558,9697,--,11516,6797,7475,5470,6067,5863,5333,
预付款项(万元),5442,3279,7472,3972,2686,2178,2178,1163,1625,1304,1742,1610,688,894,--,621,639,1121,598,1625,1198,1111,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收股利(万元),--,--,1543,1543,1543,1543,279,279,279,279,--,--,--,--,--,--,--,120,--,0,0,0,
其他应收款(万元),560,516,472,527,485,447,823,577,314,466,767,402,380,306,--,335,569,648,468,535,1098,640,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
存货(万元),28342,23910,18980,19910,11450,13198,10281,12977,13644,13740,10941,10102,9480,9976,--,8138,8977,8175,8239,6454,4152,7163,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他流动资产(万元),3873,38698,36959,34432,55079,17000,253,223,50,755,881,1114,871,1589,--,367,642,836,--,0,0,0,
流动资产合计(万元),117670,119053,116592,118438,116557,117287,50891,55711,43039,37128,35666,37210,42331,32454,--,37713,32221,28748,28061,24915,21649,19660,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),109,109,109,109,--,--,--,--,--,--,2900,2900,--,--,--,--,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期股权投资(万元),10889,9576,10428,10123,9408,8517,9005,8152,7493,7149,6609,6421,6126,6011,--,6012,6178,6441,6837,6623,7055,4017,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资性房地产(万元),867,878,888,899,910,921,932,943,953,964,774,782,792,800,--,817,834,753,772,802,0,0,
固定资产原值(万元),--,111242,--,107882,--,90521,--,76257,--,75166,--,73305,--,47631,--,43862,41102,--,--,17601,14776,16788,
累计折旧(万元),--,34586,--,32687,--,21415,--,25882,--,22813,--,19733,--,17447,--,15384,13411,--,--,6159,5147,6237,
固定资产净值(万元),--,76656,--,75195,--,69106,--,50376,--,52353,--,53572,--,30185,--,28478,27691,--,--,11442,9629,10550,
固定资产减值准备(万元),--,--,--,--,--,--,--,13,--,13,--,13,--,13,--,13,--,--,--,0,0,489,
固定资产(万元),74477,76656,73413,75195,68249,69106,70031,50363,51234,52341,52867,53559,32606,30172,--,28465,27691,29135,11279,11442,9629,10062,
在建工程(万元),7521,6077,4570,1950,45,45,1900,13992,8166,4127,1866,1382,18982,14843,--,5735,3801,1253,9049,4786,1466,36,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
生产性生物资产(万元),4,4,4,4,4,5,168,65,37,--,--,--,--,--,--,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
无形资产(万元),15824,16002,15941,16169,5285,5369,5291,5376,5446,5515,5384,4612,4676,4740,--,4753,4653,3862,3976,4019,1733,1981,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
商誉(万元),3781,3781,3298,3298,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),481,461,406,439,490,421,320,239,209,207,257,205,159,175,--,189,142,169,153,240,198,459,
其他非流动资产(万元),6312,5989,6708,10738,8955,6182,5751,7036,7960,7683,5435,3548,4856,3866,--,5440,2419,2219,2703,0,0,0,
非流动资产合计(万元),120266,119535,115765,118924,93345,90566,93398,86167,81498,77986,76093,73410,68196,60607,--,51410,45719,43831,34769,27913,20081,16554,
资产总计(万元),237936,238588,232357,237362,209903,207853,144288,141878,124537,115114,111759,110620,110528,93061,92076,89123,77941,72579,62830,52828,41730,36214,
短期借款(万元),29990,36100,38050,43440,23600,23000,33000,35000,31000,25571,26500,24542,17500,26000,--,24741,24639,13000,13870,7170,5770,5990,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,700,700,300,410,--,1288,--,--,165,0,600,1971,
应付账款(万元),9978,9060,10414,11147,11564,11039,13606,10997,7642,5575,7064,7981,7916,7213,--,6986,3889,4721,3120,3134,2410,3645,
预收账款(万元),3550,7059,4023,1256,2593,4818,8225,12915,2527,3345,551,788,947,802,--,582,2102,867,2054,2522,1823,1084,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),1248,2810,2017,1843,794,2134,1879,1706,1148,1563,1419,1144,675,790,--,452,824,999,728,992,960,354,
应交税费(万元),168,196,188,891,256,414,207,102,180,128,196,133,72,93,--,136,34,21,-236,-122,1072,1551,
应付利息(万元),1,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付股利(万元),778,778,778,778,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),6473,6114,3366,7527,4681,5279,1656,1333,1360,1279,855,1411,1811,566,--,1531,1150,1406,999,2209,2354,3121,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),12,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,2000,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
流动负债合计(万元),52197,62131,58837,66881,43489,46684,58574,62054,43858,37461,37285,36700,29221,35874,--,35716,32638,21014,20699,15905,14990,19718,
长期借款(万元),3312,--,--,--,--,--,--,--,--,--,--,--,6000,6000,--,4000,--,8000,3990,2350,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,140,2401,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,811,784,
长期递延收益(万元),2042,2091,2233,2049,2095,2140,995,316,328,340,358,376,395,413,--,--,--,--,--,0,0,0,
递延所得税负债(万元),1335,1365,1469,1500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他非流动负债(万元),18,18,--,--,--,--,--,--,--,--,--,--,--,--,--,451,495,638,639,1100,888,1013,
非流动负债合计(万元),6707,3474,3702,3550,2095,2140,995,316,328,340,358,376,6395,6413,--,4451,495,8638,4629,3450,1839,4198,
负债合计(万元),58904,65605,62539,70431,45583,48824,59569,62369,44185,37801,37643,37076,35616,42287,42501,40168,33133,29652,25328,19355,16830,23916,
实收资本(或股本)(万元),16471,16471,16471,16471,16471,16471,13261,13000,13000,13000,13000,13000,10000,7500,--,7500,7500,7500,7500,7500,7500,3100,
资本公积(万元),108805,108805,108573,108573,108340,108250,37192,33347,33347,33347,33347,33347,36347,16147,--,16147,15043,15043,15043,15998,15973,1480,
减:库存股(万元),4406,4406,4406,4014,4105,4105,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),478,285,225,142,103,--,62,191,178,46,19,62,36,14,--,77,18,374,1286,430,47,669,
盈余公积(万元),6950,6366,6230,5882,5630,5108,4676,4571,3981,3981,3688,3645,3468,3334,--,3123,2852,2325,1717,1038,111,986,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),45084,39798,37339,34447,37639,33088,29329,28221,29727,26816,23963,23428,24998,23720,--,22035,19365,17648,11948,8396,1194,5943,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-135,-140,-123,-123,-103,-104,-83,
归属于母公司股东权益合计(万元),173221,167214,164330,161430,164031,158769,84450,79253,80128,77092,73903,73342,74712,50576,49358,48747,44638,42767,37371,33259,24722,12094,
少数股东权益(万元),5811,5769,5487,5501,288,260,269,255,223,221,213,201,200,198,--,209,170,160,131,214,178,204,
所有者权益(或股东权益)合计(万元),179032,172983,169817,166931,164319,159029,84720,79509,80351,77313,74116,73543,74912,50774,49575,48956,44808,42927,37502,33473,24900,12298,
负债和所有者权益(或股东权益)总计(万元),237936,238588,232357,237362,209903,207853,144288,141878,124537,115114,111759,110620,110528,93061,92076,89123,77941,72579,62830,52828,41730,36214,		
  
